NUTS_CODE;YEAR;MONTH;HDD
AT;2014;1;525.25
AT;2014;2;439.82
AT;2014;3;357.54
AT;2014;4;247.32
AT;2014;5;190.67
AT;2014;6;66.99
AT;2014;7;36.09
AT;2014;8;67.1
AT;2014;9;116.31
AT;2014;10;215.68
AT;2014;11;345.7
AT;2014;12;518.51
AT;2015;1;545.53
AT;2015;2;517.54
AT;2015;3;428.3
AT;2015;4;295.81
AT;2015;5;153.85
AT;2015;6;57.83
AT;2015;7;15.83
AT;2015;8;23.34
AT;2015;9;153.46
AT;2015;10;297.07
AT;2015;11;353.98
AT;2015;12;473.88
AT;2016;1;586.8
AT;2016;2;434.88
AT;2016;3;439.17
AT;2016;4;279.4
AT;2016;5;176.4
AT;2016;6;53.48
AT;2016;7;29.77
AT;2016;8;41.15
AT;2016;9;78.23
AT;2016;10;309.15
AT;2016;11;440.29
AT;2016;12;550.58
AT;2017;1;723.41
AT;2017;2;447.9
AT;2017;3;349.14
AT;2017;4;317.57
AT;2017;5;133.99
AT;2017;6;27.66
AT;2017;7;32.04
AT;2017;8;25.15
AT;2017;9;177.86
AT;2017;10;244.55
AT;2017;11;446.92
AT;2017;12;571.88
AT;2018;1;514.15
AT;2018;2;592.82
AT;2018;3;503.31
AT;2018;4;163.73
AT;2018;5;88.07
AT;2018;6;46.71
AT;2018;7;19.93
AT;2018;8;24.36
AT;2018;9;87.98
AT;2018;10;219.13
AT;2018;11;391.24
AT;2018;12;542.22
AT;2019;1;625.35
AT;2019;2;441.02
AT;2019;3;382.63
AT;2019;4;272.76
AT;2019;5;248.64
AT;2019;6;14.96
AT;2019;7;24.24
AT;2019;8;19.78
AT;2019;9;107.88
AT;2019;10;230.26
AT;2019;11;394
AT;2019;12;517.98
AT;2020;1;554.71
AT;2020;2;425.54
AT;2020;3;430.05
AT;2020;4;248.88
AT;2020;5;188.9
AT;2020;6;68.25
AT;2020;7;33.24
AT;2020;8;24.45
AT;2020;9;95.24
AT;2020;10;288.94
AT;2020;11;415.61
AT;2020;12;548.98
AT1;2014;1;502.89
AT1;2014;2;407.64
AT1;2014;3;295.91
AT1;2014;4;180.91
AT1;2014;5;130.8
AT1;2014;6;23.48
AT1;2014;7;4.75
AT1;2014;8;18.41
AT1;2014;9;69.49
AT1;2014;10;172.37
AT1;2014;11;314.47
AT1;2014;12;472.82
AT1;2015;1;491.54
AT1;2015;2;464.09
AT1;2015;3;378.42
AT1;2015;4;233.85
AT1;2015;5;100.14
AT1;2015;6;22.4
AT1;2015;7;1.69
AT1;2015;8;3.44
AT1;2015;9;87.16
AT1;2015;10;260.49
AT1;2015;11;312.72
AT1;2015;12;439.04
AT1;2016;1;558.43
AT1;2016;2;369.44
AT1;2016;3;382.13
AT1;2016;4;233.02
AT1;2016;5;108.66
AT1;2016;6;6.26
AT1;2016;7;6.06
AT1;2016;8;13.41
AT1;2016;9;38.92
AT1;2016;10;268.85
AT1;2016;11;407.99
AT1;2016;12;538.8
AT1;2017;1;694.92
AT1;2017;2;429.19
AT1;2017;3;303.84
AT1;2017;4;266.42
AT1;2017;5;83.68
AT1;2017;6;3.53
AT1;2017;7;5.04
AT1;2017;8;4.39
AT1;2017;9;106.58
AT1;2017;10;199.45
AT1;2017;11;389.72
AT1;2017;12;502.52
AT1;2018;1;462.8
AT1;2018;2;545.85
AT1;2018;3;476.09
AT1;2018;4;97.57
AT1;2018;5;31.51
AT1;2018;6;12.7
AT1;2018;7;5.54
AT1;2018;8;4.54
AT1;2018;9;58.42
AT1;2018;10;166.97
AT1;2018;11;362.46
AT1;2018;12;493.41
AT1;2019;1;566.1
AT1;2019;2;393.93
AT1;2019;3;317.18
AT1;2019;4;216
AT1;2019;5;175.8
AT1;2019;6;.14
AT1;2019;7;3.18
AT1;2019;8;1.13
AT1;2019;9;54.97
AT1;2019;10;197.43
AT1;2019;11;330.64
AT1;2019;12;470.28
AT1;2020;1;532.85
AT1;2020;2;365.12
AT1;2020;3;368.69
AT1;2020;4;208.84
AT1;2020;5;139.35
AT1;2020;6;18.63
AT1;2020;7;8.83
AT1;2020;8;2.8
AT1;2020;9;59.9
AT1;2020;10;229.78
AT1;2020;11;381.01
AT1;2020;12;484.33
AT11;2014;1;473.82
AT11;2014;2;394.23
AT11;2014;3;260.4
AT11;2014;4;144.6
AT11;2014;5;95.3
AT11;2014;6;5.29
AT11;2014;7;1.35
AT11;2014;8;3.6
AT11;2014;9;45.71
AT11;2014;10;140.6
AT11;2014;11;283.57
AT11;2014;12;467.87
AT11;2015;1;476.24
AT11;2015;2;437.26
AT11;2015;3;350.68
AT11;2015;4;200.29
AT11;2015;5;62.8
AT11;2015;6;9.93
AT11;2015;7;0
AT11;2015;8;.14
AT11;2015;9;49.42
AT11;2015;10;234.06
AT11;2015;11;297.04
AT11;2015;12;457.43
AT11;2016;1;554.22
AT11;2016;2;352.41
AT11;2016;3;349.29
AT11;2016;4;183.94
AT11;2016;5;76.23
AT11;2016;6;.16
AT11;2016;7;.16
AT11;2016;8;8.21
AT11;2016;9;21.88
AT11;2016;10;242.16
AT11;2016;11;371.84
AT11;2016;12;531.4
AT11;2017;1;679.52
AT11;2017;2;414.47
AT11;2017;3;272.04
AT11;2017;4;225.42
AT11;2017;5;56.13
AT11;2017;6;1.34
AT11;2017;7;1.34
AT11;2017;8;.69
AT11;2017;9;77.9
AT11;2017;10;181.51
AT11;2017;11;366.98
AT11;2017;12;481.22
AT11;2018;1;456.91
AT11;2018;2;516.91
AT11;2018;3;449.21
AT11;2018;4;76.67
AT11;2018;5;14.77
AT11;2018;6;3.1
AT11;2018;7;.93
AT11;2018;8;1.08
AT11;2018;9;49.91
AT11;2018;10;138.25
AT11;2018;11;335.43
AT11;2018;12;487.53
AT11;2019;1;548.12
AT11;2019;2;368.57
AT11;2019;3;292.86
AT11;2019;4;187.87
AT11;2019;5;142.92
AT11;2019;6;0
AT11;2019;7;0
AT11;2019;8;0
AT11;2019;9;32.61
AT11;2019;10;164.67
AT11;2019;11;301.13
AT11;2019;12;448.49
AT11;2020;1;538.58
AT11;2020;2;341.86
AT11;2020;3;341.33
AT11;2020;4;185.23
AT11;2020;5;98.14
AT11;2020;6;1
AT11;2020;7;0
AT11;2020;8;0
AT11;2020;9;40
AT11;2020;10;203.63
AT11;2020;11;366.67
AT11;2020;12;477.14
AT111;2014;1;476.25
AT111;2014;2;400.28
AT111;2014;3;270.96
AT111;2014;4;157.79
AT111;2014;5;103.35
AT111;2014;6;7.7
AT111;2014;7;3.56
AT111;2014;8;4.95
AT111;2014;9;48.71
AT111;2014;10;147.04
AT111;2014;11;286.02
AT111;2014;12;477.04
AT111;2015;1;478.04
AT111;2015;2;441.83
AT111;2015;3;360.49
AT111;2015;4;209.74
AT111;2015;5;69.61
AT111;2015;6;13.73
AT111;2015;7;0
AT111;2015;8;.39
AT111;2015;9;58.75
AT111;2015;10;244.27
AT111;2015;11;306.4
AT111;2015;12;462.89
AT111;2016;1;561.76
AT111;2016;2;360.93
AT111;2016;3;359.92
AT111;2016;4;195.57
AT111;2016;5;92.58
AT111;2016;6;.44
AT111;2016;7;.47
AT111;2016;8;8.86
AT111;2016;9;25.58
AT111;2016;10;247.55
AT111;2016;11;376.55
AT111;2016;12;533.12
AT111;2017;1;682.12
AT111;2017;2;423.09
AT111;2017;3;284.9
AT111;2017;4;238.02
AT111;2017;5;60.8
AT111;2017;6;1.11
AT111;2017;7;.57
AT111;2017;8;.86
AT111;2017;9;86.31
AT111;2017;10;185.48
AT111;2017;11;370.53
AT111;2017;12;481.27
AT111;2018;1;458.28
AT111;2018;2;519.61
AT111;2018;3;456.21
AT111;2018;4;78.18
AT111;2018;5;17.25
AT111;2018;6;5.36
AT111;2018;7;1
AT111;2018;8;.94
AT111;2018;9;52.37
AT111;2018;10;148.91
AT111;2018;11;342.92
AT111;2018;12;485.03
AT111;2019;1;552.35
AT111;2019;2;369.89
AT111;2019;3;293.89
AT111;2019;4;196.46
AT111;2019;5;153.39
AT111;2019;6;0
AT111;2019;7;0
AT111;2019;8;0
AT111;2019;9;40.14
AT111;2019;10;170.1
AT111;2019;11;312.19
AT111;2019;12;449.09
AT111;2020;1;537.68
AT111;2020;2;346.21
AT111;2020;3;346.5
AT111;2020;4;198.45
AT111;2020;5;103.9
AT111;2020;6;1.69
AT111;2020;7;0
AT111;2020;8;0
AT111;2020;9;44.49
AT111;2020;10;207.59
AT111;2020;11;365
AT111;2020;12;482.7
AT12;2014;1;509.87
AT12;2014;2;411.53
AT12;2014;3;305.06
AT12;2014;4;190.03
AT12;2014;5;139.21
AT12;2014;6;27.73
AT12;2014;7;5.56
AT12;2014;8;21.85
AT12;2014;9;75.23
AT12;2014;10;180.08
AT12;2014;11;321.8
AT12;2014;12;475.01
AT213;2014;1;515.89
AT213;2014;2;452.31
AT213;2014;3;348.96
AT213;2014;4;231
AT213;2014;5;151.03
AT213;2014;6;41.23
AT213;2014;7;13.87
AT213;2014;8;36.06
AT213;2014;9;98.3
AT213;2014;10;189.99
AT213;2014;11;333.75
AT213;2014;12;544.53
AT213;2015;1;555.8
AT213;2015;2;502.23
AT213;2015;3;409.57
AT213;2015;4;267.03
AT213;2015;5;104.23
AT213;2015;6;34.65
AT213;2015;7;7.74
AT213;2015;8;5.46
AT213;2015;9;136.75
AT213;2015;10;285.07
AT213;2015;11;380.86
AT213;2015;12;541.63
AT213;2016;1;604.71
AT213;2016;2;443.11
AT213;2016;3;410.43
AT213;2016;4;238.24
AT213;2016;5;151.28
AT213;2016;6;23.82
AT213;2016;7;12.44
AT213;2016;8;18.99
AT213;2016;9;57.93
AT213;2016;10;290.55
AT213;2016;11;422.7
AT213;2016;12;567.36
AT213;2017;1;729.23
AT213;2017;2;436.33
AT213;2017;3;323.86
AT213;2017;4;272.02
AT213;2017;5;103.31
AT213;2017;6;14.1
AT213;2017;7;11.96
AT213;2017;8;13.74
AT213;2017;9;165.4
AT213;2017;10;245.08
AT213;2017;11;444.26
AT213;2017;12;608.54
AT213;2018;1;531
AT213;2018;2;582.7
AT213;2018;3;491.5
AT213;2018;4;151.19
AT213;2018;5;61.76
AT213;2018;6;19.53
AT213;2018;7;1.29
AT213;2018;8;16.05
AT213;2018;9;65.79
AT213;2018;10;216.06
AT213;2018;11;370.04
AT213;2018;12;570.71
AT213;2019;1;618.96
AT213;2019;2;430.94
AT213;2019;3;367.12
AT213;2019;4;260.73
AT213;2019;5;230.33
AT213;2019;6;1.86
AT213;2019;7;7.6
AT213;2019;8;3.53
AT213;2019;9;86.98
AT213;2019;10;209.36
AT213;2019;11;364.28
AT213;2019;12;541.95
AT213;2020;1;554.03
AT213;2020;2;421
AT213;2020;3;418.99
AT213;2020;4;243.37
AT213;2020;5;158
AT213;2020;6;32.87
AT213;2020;7;14.82
AT213;2020;8;6.59
AT213;2020;9;70.86
AT213;2020;10;266.14
AT213;2020;11;438.44
AT213;2020;12;566.56
AT322;2014;1;568.81
AT322;2014;2;481.97
AT322;2014;3;428.34
AT322;2014;4;324.12
AT322;2014;5;266.93
AT335;2014;1;551.73
AT335;2014;2;452.95
AT335;2014;3;401.4
AT335;2014;4;296.51
AT335;2014;5;242.41
AT335;2014;6;110.37
AT335;2014;7;59.84
AT335;2014;8;114.67
AT335;2014;9;150.78
AT335;2014;10;260.95
AT335;2014;11;370.41
AT335;2014;12;559.01
AT335;2015;1;603.25
AT335;2015;2;576.61
AT335;2015;3;472.63
AT335;2015;4;351.78
AT335;2015;5;209.36
AT335;2015;6;85.63
AT335;2015;7;22.1
AT335;2015;8;41.08
AT335;2015;9;215.29
AT335;2015;10;319.55
AT335;2015;11;400.57
AT335;2015;12;519.69
AT335;2016;1;617.46
AT335;2016;2;492.16
AT335;2016;3;490.81
AT335;2016;4;324.18
AT335;2016;5;236.48
AT335;2016;6;95.53
AT335;2016;7;52.07
AT335;2016;8;67.14
AT335;2016;9;109.8
AT335;2016;10;341.88
AT335;2016;11;474.48
AT335;2016;12;573.24
AT335;2017;1;758.41
AT335;2017;2;471.26
AT335;2017;3;383.69
AT335;2017;4;363.67
AT335;2017;5;173.57
AT335;2017;6;41.95
AT335;2017;7;54.35
AT335;2017;8;40
AT335;2017;9;233.43
AT335;2017;10;283.78
AT335;2017;11;503.18
AT335;2017;12;644.01
AT335;2018;1;569.42
AT335;2018;2;637.08
AT335;2018;3;513.41
AT12;2015;1;495.8
AT12;2015;2;470.8
AT12;2015;3;385.44
AT12;2015;4;242.33
AT12;2015;5;108.9
AT12;2015;6;25.42
AT12;2015;7;2.08
AT12;2015;8;4.19
AT12;2015;9;95.98
AT12;2015;10;266.97
AT12;2015;11;317.38
AT12;2015;12;435.94
AT12;2016;1;560.37
AT12;2016;2;374.29
AT12;2016;3;390.12
AT12;2016;4;244.49
AT12;2016;5;116.43
AT12;2016;6;7.66
AT12;2016;7;7.4
AT12;2016;8;14.72
AT12;2016;9;43.17
AT12;2016;10;275.44
AT12;2016;11;416.52
AT12;2016;12;541.45
AT12;2017;1;699.24
AT12;2017;2;433.16
AT12;2017;3;311.87
AT12;2017;4;276.1
AT12;2017;5;90.16
AT12;2017;6;4.06
AT12;2017;7;5.91
AT12;2017;8;5.25
AT12;2017;9;113.74
AT12;2017;10;204.61
AT12;2017;11;395.7
AT12;2017;12;508.35
AT12;2018;1;465.26
AT12;2018;2;552.8
AT12;2018;3;482.82
AT12;2018;4;102.77
AT12;2018;5;35.45
AT12;2018;6;14.96
AT12;2018;7;6.61
AT12;2018;8;5.35
AT12;2018;9;60.69
AT12;2018;10;174.51
AT12;2018;11;369.03
AT12;2018;12;495.55
AT12;2019;1;570.98
AT12;2019;2;400.44
AT12;2019;3;323.52
AT12;2019;4;223.33
AT12;2019;5;183.72
AT12;2019;6;.17
AT12;2019;7;3.9
AT12;2019;8;1.39
AT12;2019;9;60.33
AT12;2019;10;205.64
AT12;2019;11;337.98
AT12;2019;12;475.94
AT12;2020;1;532.44
AT12;2020;2;371.3
AT12;2020;3;375.64
AT12;2020;4;215.41
AT12;2020;5;149.19
AT12;2020;6;22.64
AT12;2020;7;10.84
AT12;2020;8;3.44
AT12;2020;9;64.64
AT12;2020;10;236.55
AT12;2020;11;385.07
AT12;2020;12;486.85
AT122;2014;1;496.92
AT122;2014;2;426.57
AT122;2014;3;321.68
AT122;2014;4;217.5
AT122;2014;5;158.9
AT122;2014;6;52.5
AT122;2014;7;7.62
AT122;2014;8;29.63
AT122;2014;9;92.12
AT122;2014;10;190.2
AT122;2014;11;317.68
AT122;2014;12;480.46
AT122;2015;1;498.12
AT122;2015;2;484.29
AT122;2015;3;401.2
AT122;2015;4;267.02
AT122;2015;5;117.54
AT122;2015;6;35.33
AT122;2015;7;4.22
AT122;2015;8;7.27
AT122;2015;9;112.12
AT122;2015;10;278.83
AT122;2015;11;304.46
AT122;2015;12;435.18
AT122;2016;1;549.44
AT122;2016;2;383.77
AT122;2016;3;407.22
AT122;2016;4;249.38
AT122;2016;5;144.63
AT122;2016;6;17.81
AT122;2016;7;11.45
AT122;2016;8;18.58
AT122;2016;9;55.35
AT122;2016;10;286.61
AT122;2016;11;406.96
AT122;2016;12;530.51
AT122;2017;1;703.68
AT122;2017;2;429.71
AT122;2017;3;322.09
AT122;2017;4;295.86
AT122;2017;5;110.37
AT122;2017;6;7.27
AT122;2017;7;9.33
AT122;2017;8;8.7
AT122;2017;9;134.78
AT122;2017;10;214.11
AT122;2017;11;401.58
AT122;2017;12;507.25
AT122;2018;1;476.75
AT122;2018;2;563.2
AT122;2018;3;493.87
AT122;2018;4;120.63
AT122;2018;5;57.22
AT122;2018;6;24.48
AT122;2018;7;10.42
AT122;2018;8;8.96
AT122;2018;9;68.71
AT122;2018;10;180.4
AT122;2018;11;369.18
AT122;2018;12;497.13
AT122;2019;1;581.13
AT122;2019;2;391.67
AT122;2019;3;338.79
AT122;2019;4;251.39
AT122;2019;5;208.75
AT122;2019;6;.41
AT122;2019;7;4.51
AT122;2019;8;1.49
AT122;2019;9;77.73
AT122;2019;10;206.66
AT122;2019;11;337.64
AT122;2019;12;471.32
AT122;2020;1;518.98
AT122;2020;2;382.16
AT122;2020;3;396.17
AT122;2020;4;243.96
AT122;2020;5;168
AT122;2020;6;30.86
AT122;2020;7;12.79
AT122;2020;8;4.16
AT123;2014;1;512.4
AT123;2014;2;403.88
AT123;2014;3;297.25
AT123;2014;4;167.09
AT123;2014;5;118.04
AT123;2014;6;8.88
AT123;2014;7;1.03
AT123;2014;8;4.4
AT123;2014;9;64.39
AT123;2014;10;158.74
AT123;2014;11;307
AT123;2014;12;462.54
AT123;2015;1;481.07
AT123;2015;2;451.62
AT123;2015;3;362.35
AT123;2015;4;211.09
AT123;2015;5;80.44
AT123;2015;6;12.69
AT123;2015;7;0
AT123;2015;8;0
AT123;2015;9;85.72
AT123;2015;10;249.41
AT123;2015;11;299.99
AT123;2015;12;418.05
AT123;2016;1;540.72
AT123;2016;2;357.01
AT123;2016;3;366.37
AT123;2016;4;218.95
AT123;2016;5;100.03
AT123;2016;6;0
AT123;2016;7;4.21
AT123;2016;8;11.9
AT123;2016;9;33.08
AT123;2016;10;257.64
AT123;2016;11;403.72
AT13;2014;1;457.32
AT13;2014;2;355.37
AT13;2014;3;211.31
AT13;2014;4;105.38
AT13;2014;5;79.97
AT13;2014;6;.17
AT13;2014;7;0
AT13;2014;8;.23
AT13;2014;9;30.72
AT13;2014;10;118.9
AT13;2014;11;270.17
AT13;2014;12;418.63
AT13;2015;1;440.38
AT13;2015;2;409.27
AT13;2015;3;317.99
AT13;2015;4;161.96
AT13;2015;5;51.24
AT13;2015;6;1.25
AT13;2015;7;0
AT13;2015;8;0
AT13;2015;9;39.53
AT13;2015;10;212.55
AT13;2015;11;246.56
AT13;2015;12;406.69
AT13;2016;1;508.68
AT13;2016;2;307.36
AT13;2016;3;325.61
AT13;2016;4;170.68
AT13;2016;5;58.87
AT13;2016;6;0
AT13;2016;7;0
AT13;2016;8;2.53
AT13;2016;9;5.09
AT13;2016;10;218.64
AT13;2016;11;358.27
AT13;2016;12;486.21
AT13;2017;1;641.87
AT13;2017;2;386.04
AT13;2017;3;235.51
AT13;2017;4;209.6
AT13;2017;5;46.55
AT13;2017;6;0
AT13;2017;7;0
AT13;2017;8;0
AT13;2017;9;48.75
AT13;2017;10;131.41
AT13;2017;11;329.69
AT13;2017;12;435.68
AT13;2018;1;405.03
AT13;2018;2;500.09
AT13;2018;3;420.76
AT13;2018;4;55.99
AT13;2018;5;8.53
AT13;2018;6;0
AT13;2018;7;.17
AT13;2018;8;0
AT13;2018;9;34.23
AT13;2018;10;91.49
AT13;2018;11;315.93
AT13;2018;12;450.22
AT13;2019;1;511.46
AT13;2019;2;334.56
AT13;2019;3;255.57
AT13;2019;4;144.68
AT13;2019;5;123.4
AT13;2019;6;0
AT13;2019;7;0
AT13;2019;8;0
AT13;2019;9;20.19
AT13;2019;10;130.12
AT13;2019;11;272.6
AT13;2019;12;416.38
AT13;2020;1;497.13
AT13;2020;2;300.58
AT13;2020;3;308.3
AT13;2020;4;130.02
AT13;2020;5;77.29
AT13;2020;6;1.31
AT13;2020;7;0
AT13;2020;8;0
AT13;2020;9;30.46
AT13;2020;10;165.57
AT13;2020;11;329.83
AT13;2020;12;436.11
AT130;2014;1;457.32
AT130;2014;2;355.37
AT130;2014;3;211.31
AT130;2014;4;105.38
AT130;2014;5;79.97
AT130;2014;6;.17
AT130;2014;7;0
AT130;2014;8;.23
AT130;2014;9;30.72
AT130;2014;10;118.9
AT130;2014;11;270.17
AT130;2014;12;418.63
AT130;2015;1;440.38
AT130;2015;2;409.27
AT130;2015;3;317.99
AT130;2015;4;161.96
AT130;2015;5;51.24
AT130;2015;6;1.25
AT130;2015;7;0
AT130;2015;8;0
AT130;2015;9;39.53
AT130;2015;10;212.55
AT130;2015;11;246.56
AT130;2015;12;406.69
AT130;2016;1;508.68
AT130;2016;2;307.36
AT130;2016;3;325.61
AT130;2016;4;170.68
AT130;2016;5;58.87
AT130;2016;6;0
AT130;2016;7;0
AT130;2016;8;2.53
AT130;2016;9;5.09
AT130;2016;10;218.64
AT130;2016;11;358.27
AT130;2016;12;486.21
AT130;2017;1;641.87
AT130;2017;2;386.04
AT130;2017;3;235.51
AT130;2017;4;209.6
AT130;2017;5;46.55
AT130;2017;6;0
AT130;2017;7;0
AT130;2017;8;0
AT130;2017;9;48.75
AT130;2017;10;131.41
AT130;2017;11;329.69
AT130;2017;12;435.68
AT130;2018;1;405.03
AT130;2018;2;500.09
AT130;2018;3;420.76
AT130;2018;4;55.99
AT130;2018;5;8.53
AT130;2018;6;0
AT130;2018;7;.17
AT130;2018;8;0
AT130;2018;9;34.23
AT130;2018;10;91.49
AT130;2018;11;315.93
AT130;2018;12;450.22
AT130;2019;1;511.46
AT130;2019;2;334.56
AT130;2019;3;255.57
AT130;2019;4;144.68
AT130;2019;5;123.4
AT130;2019;6;0
AT130;2019;7;0
AT130;2019;8;0
AT130;2019;9;20.19
AT130;2019;10;130.12
AT130;2019;11;272.6
AT130;2019;12;416.38
AT130;2020;1;497.13
AT130;2020;2;300.58
AT130;2020;3;308.3
AT130;2020;4;130.02
AT130;2020;5;77.29
AT130;2020;6;1.31
AT130;2020;7;0
AT130;2020;8;0
AT2;2014;1;519.66
AT2;2014;2;453.4
AT2;2014;3;364.36
AT2;2014;4;250.86
AT2;2014;5;184.12
AT2;2014;6;65.1
AT2;2014;7;28.52
AT2;2014;8;62.13
AT2;2014;9;117.4
AT2;2014;10;212.66
AT2;2014;11;345.52
AT2;2014;12;533.12
AT2;2015;1;552.95
AT2;2015;2;512.75
AT2;2015;3;430.56
AT2;2015;4;295.01
AT2;2015;5;141.95
AT2;2015;6;55.14
AT2;2015;7;14.85
AT2;2015;8;19.51
AT2;2015;9;154.95
AT2;2015;10;299.39
AT2;2015;11;363.89
AT2;2015;12;503.98
AT2;2016;1;595.31
AT2;2016;2;447.72
AT2;2016;3;435.83
AT2;2016;4;265.69
AT2;2016;5;177.61
AT2;2016;6;49.35
AT2;2016;7;23.77
AT2;2016;8;35.73
AT2;2016;9;76.52
AT2;2016;10;309.85
AT2;2016;11;437.42
AT2;2016;12;558.16
AT2;2017;1;730.53
AT2;2017;2;446.55
AT2;2017;3;346.83
AT2;2017;4;307.3
AT2;2017;5;132.08
AT2;2017;6;25.17
AT2;2017;7;27.19
AT2;2017;8;21.42
AT2;2017;9;185.98
AT2;2017;10;251.89
AT2;2017;11;453.11
AT2;2017;12;587
AT2;2018;1;533.45
AT2;2018;2;596.76
AT2;2018;3;507.61
AT2;2018;4;173.04
AT2;2018;5;91.73
AT2;2018;6;40.5
AT2;2018;7;13.69
AT2;2018;8;22.43
AT2;2018;9;85.23
AT2;2018;10;230.01
AT2;2018;11;389.24
AT2;2018;12;560.97
AT2;2019;1;629.04
AT2;2019;2;439.33
AT2;2019;3;387.04
AT2;2019;4;281.8
AT2;2019;5;251.34
AT2;2019;6;8.18
AT2;2019;7;19.84
AT2;2019;8;12.79
AT2;2019;9;109.37
AT2;2019;10;227
AT2;2019;11;392.38
AT2;2019;12;537.12
AT2;2020;1;559.73
AT2;2020;2;435.02
AT2;2020;3;438.6
AT2;2020;4;260.39
AT2;2020;5;185.27
AT2;2020;6;62.05
AT2;2020;7;29.74
AT2;2020;8;15.86
AT2;2020;9;93.27
AT2;2020;10;289.7
AT2;2020;11;435.69
AT2;2020;12;575.13
AT22;2014;1;512.46
AT22;2014;2;441.8
AT22;2014;3;356.06
AT22;2014;4;246.79
AT22;2014;5;184.68
AT22;2014;6;66.19
AT22;2014;7;24.83
AT22;2014;8;59.69
AT22;2014;9;116.01
AT22;2014;10;211.09
AT22;2014;11;339.61
AT22;2014;12;524.62
AT22;2015;1;546.14
AT22;2015;2;509.86
AT22;2015;3;427.25
AT22;2015;4;295.76
AT22;2015;5;144.51
AT22;2015;6;54.35
AT22;2015;7;15.09
AT22;2015;8;19.12
AT22;2015;9;149.56
AT22;2015;10;293.76
AT22;2015;11;351.34
AT22;2015;12;490.26
AT22;2016;1;590.78
AT22;2016;2;436.2
AT22;2016;3;430.28
AT22;2016;4;262.51
AT22;2016;5;171.65
AT22;2016;6;46.03
AT22;2016;7;22.41
AT22;2016;8;33.39
AT22;2016;9;76.03
AT22;2016;10;310.08
AT22;2016;11;436.73
AT22;2016;12;556.52
AT22;2017;1;732.07
AT22;2017;2;443.55
AT22;2017;3;346.82
AT22;2017;4;312.7
AT22;2017;5;130.77
AT22;2017;6;21.98
AT22;2017;7;26.94
AT22;2017;8;20.3
AT22;2017;9;181.37
AT22;2017;10;249.51
AT22;2017;11;445.02
AT22;2017;12;572.18
AT22;2018;1;527.61
AT22;2018;2;592.92
AT22;2018;3;504.32
AT22;2018;4;162.67
AT22;2018;5;84.18
AT22;2018;6;40.2
AT22;2018;7;13.01
AT22;2018;8;19.83
AT22;2018;9;83.8
AT22;2018;10;224.29
AT22;2018;11;384.75
AT22;2018;12;555.44
AT22;2019;1;625.8
AT22;2019;2;432.32
AT22;2019;3;380.48
AT22;2019;4;273.95
AT22;2019;5;242.65
AT22;2019;6;5.95
AT22;2019;7;19.44
AT22;2019;8;10.58
AT22;2019;9;107.03
AT22;2019;10;224.21
AT22;2019;11;382.63
AT22;2019;12;528.25
AT22;2020;1;562.19
AT22;2020;2;433.3
AT22;2020;3;431.31
AT22;2020;4;256.72
AT22;2020;5;186.58
AT22;2020;6;58.39
AT22;2020;7;29.48
AT22;2020;8;12.97
AT22;2020;9;91.64
AT22;2020;10;283.11
AT22;2020;11;431.7
AT222;2014;1;538.67
AT222;2014;2;451.89
AT222;2014;3;401.04
AT222;2014;4;299.65
AT222;2014;5;238.45
AT222;2014;6;103.47
AT222;2014;7;38.33
AT222;2014;8;98.22
AT222;2014;9;153.73
AT222;2014;10;260.76
AT222;2014;11;366.77
AT222;2014;12;552.54
AT222;2015;1;592.38
AT222;2015;2;559.67
AT222;2015;3;472.9
AT222;2015;4;352.1
AT222;2015;5;200.88
AT222;2015;6;80.22
AT222;2015;7;21.69
AT222;2015;8;31.42
AT222;2015;9;199.27
AT222;2015;10;324.09
AT222;2015;11;389.47
AT222;2015;12;520.33
AT222;2016;1;623.32
AT222;2016;2;473.87
AT222;2016;3;477.63
AT222;2016;4;319.24
AT222;2016;5;222.47
AT222;2016;6;76.78
AT222;2016;7;38.91
AT222;2016;8;54.47
AT222;2016;9;104.49
AT222;2016;10;345.2
AT222;2016;11;478.59
AT222;2016;12;578.21
AT222;2017;1;770.97
AT222;2017;2;464.22
AT222;2017;3;392.83
AT222;2017;4;369.96
AT222;2017;5;178.51
AT222;2017;6;31.96
AT222;2017;7;43.82
AT222;2017;8;32.7
AT222;2017;9;230.56
AT222;2017;10;289.8
AT222;2017;11;490.42
AT222;2017;12;623.7
AT222;2018;1;567.5
AT222;2018;2;634.37
AT222;2018;3;521.24
AT222;2018;4;210.15
AT222;2018;5;128.64
AT222;2018;6;66.5
AT222;2018;7;20.55
AT222;2018;8;31.15
AT222;2018;9;105.48
AT222;2018;10;260.41
AT222;2018;11;419.38
AT222;2018;12;590.42
AT222;2019;1;678.7
AT222;2019;2;493.74
AT222;2019;3;436.55
AT222;2019;4;316.61
AT222;2019;5;303.04
AT222;2019;6;11.09
AT222;2019;7;36.11
AT222;2019;8;20.18
AT222;2019;9;150.65
AT222;2019;10;267.81
AT222;2019;11;427.55
AT222;2019;12;573.93
AT222;2020;1;601.81
AT222;2020;2;488.02
AT222;2020;3;480.71
AT222;2020;4;296.49
AT222;2020;5;240.28
AT222;2020;6;98.43
AT222;2020;7;47.74
AT222;2020;8;23.76
AT222;2020;9;118.62
AT222;2020;10;333.01
AT222;2020;11;454.86
AT222;2020;12;588.59
AT223;2014;1;509.62
AT223;2014;2;445.06
