NUTS_CODE;YEAR;MONTH;HDD
ITC4B;2015;4;100.42
ITC4B;2015;5;11.95
ITC4B;2015;6;0
ITC4B;2015;7;0
ITC4B;2015;8;0
ITC4B;2015;9;3.11
ITC4B;2015;10;100.79
ITC4B;2015;11;258.96
ITC4B;2015;12;404.84
ITC4B;2016;1;440.8
ITC4B;2016;2;313.2
ITC4B;2016;3;260.17
ITC4B;2016;4;75.88
ITC4B;2016;5;17.87
ITC4B;2016;6;0
ITC4B;2016;7;0
ITC4B;2016;8;0
ITC4B;2016;9;0
ITC4B;2016;10;112.71
ITC4B;2016;11;255.88
ITC4B;2016;12;436.68
ITC4B;2017;1;513.69
ITC4B;2017;2;309.59
ITC4B;2017;3;180.23
ITC4B;2017;4;81.37
ITC4B;2017;5;26.86
ITC4B;2017;6;0
ITC4B;2017;7;0
ITC4B;2017;8;0
ITC4B;2017;9;1.85
ITC4D;2016;11;286.69
ITC4D;2016;12;420.56
ITC4D;2017;1;509.55
ITC4D;2017;2;322.24
ITC4D;2017;3;185.63
ITC4D;2017;4;99.36
ITC4D;2017;5;39.61
ITC4D;2017;6;0
ITC4D;2017;7;0
ITC4D;2017;8;0
ITC4D;2017;9;7.47
ITC4D;2017;10;59.69
ITC4D;2017;11;297.22
ITC4D;2017;12;457.17
ITC4D;2018;1;371.02
ITC4D;2018;2;400.44
ITC4D;2018;3;331.96
ITC4D;2018;4;87.11
ITC4D;2018;5;17.67
ITC4D;2018;6;0
ITC4D;2018;7;0
ITC4D;2018;8;0
ITC4D;2018;9;.53
ITC4D;2018;10;36.24
ITC4D;2018;11;228.4
ITC4D;2018;12;423.44
ITC4D;2019;1;458.78
ITC4D;2019;2;317.47
ITC4D;2019;3;234.87
ITC4D;2019;4;138.73
ITC4D;2019;5;79.51
ITC4D;2019;6;0
ITC4D;2019;7;0
ITC4D;2019;8;0
ITC4D;2019;9;0
ITC4D;2019;10;42.55
ITC4D;2019;11;259.57
ITC4D;2019;12;368.14
ITC4D;2020;1;419.54
ITC4D;2020;2;292.94
ITC4D;2020;3;267.91
ITC4D;2020;4;87.52
ITC4D;2020;5;10.28
ITC4D;2020;6;0
ITC4D;2020;7;0
ITC4D;2020;8;0
ITC4D;2020;9;13.5
ITC4D;2020;10;139.64
ITC4D;2020;11;255.29
ITC4D;2020;12;410.07
ITF1;2014;1;315.15
ITF1;2014;2;240.77
ITF1;2014;3;245.07
ITF1;2014;4;167.68
ITF1;2014;5;82.52
ITF1;2014;6;10.95
ITF1;2014;7;.23
ITF1;2014;8;0
ITF1;2014;9;9.45
ITF1;2014;10;74.36
ITF1;2014;11;143.87
ITF1;2014;12;307.19
ITF1;2015;1;331.56
ITF1;2015;2;326.31
ITF1;2015;3;276.17
ITF1;2015;4;147.02
ITF1;2015;5;27.51
ITF1;2015;6;1.9
ITF1;2015;7;0
ITF1;2015;8;0
ITF1;2015;9;16.34
ITF1;2015;10;80.36
ITF1;2015;11;197.05
ITF1;2015;12;308.39
ITF1;2016;1;324.96
ITF1;2016;2;236.44
ITF1;2016;3;255.91
ITF1;2016;4;85.59
ITF1;2016;5;57.06
ITF1;2016;6;4.71
ITF1;2016;7;2.38
ITF1;2016;8;.68
ITF1;2016;9;11.07
ITF1;2016;10;89.06
ITF1;2016;11;181.02
ITF1;2016;12;306.67
ITF1;2017;1;449.38
ITF1;2017;2;248.67
ITF1;2017;3;188.25
ITF1;2017;4;136.73
ITF1;2017;5;35.75
ITF1;2017;6;0
ITF1;2017;7;0
ITF1;2017;8;0
ITF1;2017;9;20.85
ITF1;2017;10;64.37
ITF1;2017;11;236.41
ITF1;2017;12;357.06
ITF1;2018;1;307.21
ITF1;2018;2;383.01
ITF1;2018;3;292.19
ITF1;2018;4;82.45
ITF1;2018;5;26.09
ITF1;2018;6;1.95
ITF1;2018;7;0
ITF1;2018;8;.42
ITF1;2018;9;14.67
ITF1;2018;10;52.95
ITF1;2018;11;192.7
ITF1;2018;12;327.52
ITF1;2019;1;420.27
ITF1;2019;2;289.16
ITF1;2019;3;221.18
ITF1;2019;4;166.71
ITF1;2019;5;126.87
ITF1;2019;6;2.07
ITF1;2019;7;.17
ITF1;2019;8;0
ITF1;2019;9;1.96
ITF1;2019;10;30.91
ITF1;2019;11;164.46
ITF1;2019;12;284.18
ITF1;2020;1;334.58
ITF1;2020;2;240.73
ITF1;2020;3;276.26
ITF1;2020;4;155.8
ITF1;2020;5;36.7
ITF1;2020;6;8.46
ITF1;2020;7;.19
ITF1;2020;8;0
ITF1;2020;9;17.27
ITF1;2020;10;94.78
ITF1;2020;11;197.5
ITF1;2020;12;307.64
ITF13;2014;1;253.25
ITF13;2014;2;197.4
ITF13;2014;3;188.48
ITF13;2014;4;136.25
ITF13;2014;5;55.62
ITF13;2014;6;2.1
ITF13;2014;7;0
ITF13;2014;8;0
ITF13;2014;9;1.7
ITF13;2014;10;58.18
ITF13;2014;11;99.18
ITF13;2014;12;250.85
ITF13;2015;1;268.8
ITF13;2015;2;269.9
ITF13;2015;3;217.52
ITF13;2015;4;98.49
ITF13;2015;5;8.79
ITF13;2015;6;0
ITF13;2015;7;0
ITF13;2015;8;0
ITF13;2015;9;2.1
ITF13;2015;10;45.25
ITF13;2015;11;168.73
ITF13;2015;12;259.76
ITF13;2016;1;262.81
ITF13;2016;2;188.87
ITF13;2016;3;192.44
ITF13;2016;4;51.59
ITF13;2016;5;18.14
ITF13;2016;6;0
ITF13;2016;7;0
ITF13;2016;8;0
ITF13;2016;9;0
ITF13;2016;10;37.82
ITF13;2016;11;112.55
ITF13;2016;12;249.84
ITF13;2017;1;389.06
ITF13;2017;2;198.89
ITF13;2017;3;141.64
ITF13;2017;4;88.54
ITF13;2017;5;12.9
ITF13;2017;6;0
ITF13;2017;7;0
ITF13;2017;8;0
ITF13;2017;9;2.94
ITF13;2017;10;34.76
ITF13;2017;11;194.36
ITF13;2017;12;298.19
ITF13;2018;1;267.18
ITF13;2018;2;343.74
ITF13;2018;3;242.36
ITF13;2018;4;66.17
ITF13;2018;5;4.01
ITF13;2018;6;0
ITF13;2018;7;0
ITF13;2018;8;0
ITF13;2018;9;4.27
ITF13;2018;10;16.65
ITF13;2018;11;153.16
ITF13;2018;12;292.32
ITF13;2019;1;372.72
ITF13;2019;2;241.52
ITF13;2019;3;173.1
ITF13;2019;4;130.3
ITF13;2019;5;70.69
ITF13;2019;6;0
ITF13;2019;7;0
ITF13;2019;8;0
ITF13;2019;9;0
ITF13;2019;10;5.94
ITF13;2019;11;109.31
ITF13;2019;12;240.85
ITF13;2020;1;291.18
ITF13;2020;2;194.06
ITF13;2020;3;230.9
ITF13;2020;4;117.86
ITF13;2020;5;9.2
ITF13;2020;6;0
ITF13;2020;7;0
ITF13;2020;8;0
ITF13;2020;9;6.86
ITF13;2020;10;38.33
ITF13;2020;11;152.34
ITF13;2020;12;250.66
ITF14;2014;1;254.21
ITF14;2014;2;205.11
ITF14;2014;3;192.93
ITF14;2014;4;140.96
ITF14;2014;5;62.8
ITF14;2014;6;5.38
ITF14;2014;7;.38
ITF14;2014;8;0
ITF14;2014;9;5.26
ITF14;2014;10;63.46
ITF14;2014;11;95.28
ITF14;2014;12;252.02
ITF14;2015;1;276.76
ITF14;2015;2;277.47
ITF14;2015;3;228.85
ITF14;2015;4;108.91
ITF14;2015;5;16.01
ITF14;2015;6;1.84
ITF14;2015;7;0
ITF14;2015;8;0
ITF14;2015;9;8.76
ITF14;2015;10;47.28
ITF14;2015;11;157.92
ITF14;2015;12;252.68
ITF14;2016;1;276.75
ITF14;2016;2;199.64
ITF14;2016;3;214.17
ITF14;2016;4;63.8
ITF14;2016;5;32.83
ITF14;2016;6;2.07
ITF14;2016;7;1.69
ITF14;2016;8;.79
ITF14;2016;9;6.76
ITF14;2016;10;50.27
ITF14;2016;11;132.27
ITF14;2016;12;266.83
ITF14;2017;1;406.63
ITF14;2017;2;201.08
ITF14;2017;3;143.88
ITF14;2017;4;96.3
ITF14;2017;5;16.91
ITF14;2017;6;0
ITF14;2017;7;0
ITF14;2017;8;0
ITF14;2017;9;9.76
ITF14;2017;10;43.01
ITF14;2017;11;195.5
ITF14;2017;12;313.06
ITF14;2018;1;273.81
ITF14;2018;2;350.63
ITF14;2018;3;256.28
ITF14;2018;4;70.59
ITF14;2018;5;15.26
ITF14;2018;6;2.78
ITF14;2018;7;0
ITF14;2018;8;.31
ITF14;2018;9;7.55
ITF14;2018;10;30.28
ITF14;2018;11;154.81
ITF14;2018;12;296.49
ITF14;2019;1;388.28
ITF14;2019;2;259.26
ITF14;2019;3;184.75
ITF14;2019;4;137.4
ITF14;2019;5;91.26
ITF14;2019;6;1.27
ITF14;2019;7;.32
ITF14;2019;8;0
ITF14;2019;9;1.06
ITF14;2019;10;17.66
ITF14;2019;11;121.03
ITF14;2019;12;251.94
ITF14;2020;1;300.32
ITF14;2020;2;205.96
ITF14;2020;3;242.84
ITF14;2020;4;129.85
ITF14;2020;5;21.23
ITF14;2020;6;5.16
ITF14;2020;7;.35
ITF2;2014;1;294.17
ITF2;2014;2;227.1
ITF2;2014;3;231.4
ITF2;2014;4;142.21
ITF2;2014;5;63.48
ITF2;2014;6;4.88
ITF2;2014;7;.01
ITF2;2014;8;0
ITF2;2014;9;7.66
ITF2;2014;10;66.31
ITF2;2014;11;112.71
ITF2;2014;12;293.81
ITF2;2015;1;334.29
ITF2;2015;2;322.05
ITF2;2015;3;272.08
ITF2;2015;4;138.2
ITF2;2015;5;22.37
ITF2;2015;6;1.7
ITF2;2015;7;0
ITF2;2015;8;0
ITF2;2015;9;13.21
ITF2;2015;10;65.66
ITF2;2015;11;168.73
ITF2;2015;12;283.17
ITF2;2016;1;317.86
ITF2;2016;2;224.7
ITF2;2016;3;258.51
ITF2;2016;4;76.02
ITF2;2016;5;57.51
ITF2;2016;6;1.34
ITF2;2016;7;2.93
ITF2;2016;8;.02
ITF2;2016;9;4.44
ITF2;2016;10;67.38
ITF2;2016;11;175.34
ITF2;2016;12;303.1
ITF2;2017;1;444.93
ITF2;2017;2;241.35
ITF2;2017;3;184.73
ITF2;2017;4;133.27
ITF2;2017;5;25.88
ITF2;2017;6;0
ITF2;2017;7;0
ITF2;2017;8;0
ITF2;2017;9;13.36
ITF2;2017;10;53.47
ITF2;2017;11;217.98
ITF2;2017;12;343.92
ITF2;2018;1;282.25
ITF2;2018;2;358.86
ITF2;2018;3;276.4
ITF2;2018;4;59.15
ITF2;2018;5;17.72
ITF2;2018;6;.08
ITF2;2018;7;0
ITF2;2018;8;.01
ITF2;2018;9;13.08
ITF2;2018;10;39.72
ITF2;2018;11;159.42
ITF2;2018;12;300.3
ITF2;2019;1;412.35
ITF2;2019;2;292.7
ITF2;2019;3;220.59
ITF2;2019;4;155.33
ITF2;2019;5;118.84
ITF2;2019;6;3.24
ITF2;2019;7;.01
ITF2;2019;8;0
ITF2;2019;9;.03
ITF2;2019;10;14.77
ITF2;2019;11;148.97
ITF2;2019;12;264.09
ITF2;2020;1;314.36
ITF2;2020;2;230.9
ITF2;2020;3;258.36
ITF2;2020;4;148.13
ITF2;2020;5;33.01
ITF2;2020;6;4.73
ITF2;2020;7;.01
ITF2;2020;8;0
ITF2;2020;9;13.77
ITF2;2020;10;84.81
ITF2;2020;11;169.04
ITF2;2020;12;290.72
ITF21;2016;3;288.09
ITF21;2016;4;91.22
ITF21;2016;5;77.03
ITF21;2016;6;3.9
ITF21;2016;7;3.52
ITF21;2016;8;.07
ITF21;2016;9;9.23
ITF21;2016;10;93.44
ITF21;2016;11;214.98
ITF21;2016;12;338.69
ITF21;2017;1;468.81
ITF21;2017;2;269.55
ITF21;2017;3;216.74
ITF21;2017;4;167.21
ITF21;2017;5;41.12
ITF21;2017;6;0
ITF21;2017;7;0
ITF21;2017;8;0
ITF21;2017;9;21.83
ITF21;2017;10;72.37
ITF21;2017;11;251.19
ITF21;2017;12;384.26
ITF21;2018;1;315.95
ITF21;2018;2;377.57
ITF21;2018;3;302.55
ITF21;2018;4;74.92
ITF21;2018;5;28.53
ITF21;2018;6;.24
ITF21;2018;7;0
ITF21;2018;8;.03
ITF21;2018;9;18.68
ITF21;2018;10;54.23
ITF21;2018;11;194.06
ITF21;2018;12;328.29
ITF21;2019;1;442.49
ITF21;2019;2;314.75
ITF21;2019;3;250.56
ITF21;2019;4;181.36
ITF21;2019;5;151.78
ITF21;2019;6;4.99
ITF21;2019;7;.03
ITF21;2019;8;0
ITF21;2019;9;.09
ITF21;2019;10;23.11
ITF21;2019;11;184.26
ITF21;2019;12;293.18
ITF21;2020;1;347.93
ITF21;2020;2;266.38
ITF21;2020;3;282.24
ITF21;2020;4;171.24
ITF21;2020;5;43.54
ITF21;2020;6;9.46
ITF21;2020;7;.03
ITF21;2020;8;0
ITF21;2020;9;20.59
ITF21;2020;10;119.12
ITF21;2020;11;196.73
ITF21;2020;12;324.74
ITF45;2014;1;190.96
ITF45;2014;2;144.7
ITF45;2014;3;179.21
ITF45;2014;4;83.48
ITF45;2014;5;28.9
ITF45;2014;6;0
ITF45;2014;7;0
ITF45;2014;8;0
ITF47;2014;1;264.13
ITF47;2014;2;210.67
ITF47;2014;3;221.54
ITF47;2014;4;137.69
ITF47;2014;5;63.27
ITF47;2014;6;1.27
ITF47;2014;7;0
ITF47;2014;8;0
ITF47;2014;9;0
ITF47;2014;10;54.66
ITF47;2014;11;104.4
ITF47;2014;12;280.36
ITF47;2015;1;326.16
ITF47;2015;2;305.48
ITF47;2015;3;266.34
ITF47;2015;4;156.75
ITF47;2015;5;8.36
ITF47;2015;6;0
ITF47;2015;7;0
ITF47;2015;8;0
ITF47;2015;9;0
ITF47;2015;10;45.06
ITF47;2015;11;149.08
ITF47;2015;12;284.36
ITF47;2016;1;306.47
ITF47;2016;2;201.17
ITF47;2016;3;242.87
ITF47;2016;4;60.88
ITF47;2016;5;53.4
ITF47;2016;6;0
ITF47;2016;7;0
ITF47;2016;8;0
ITF47;2016;9;0
ITF47;2016;10;44.91
ITF47;2016;11;150.51
ITF47;2016;12;327.02
ITF47;2017;1;428.66
ITF47;2017;2;245.47
ITF47;2017;3;196.41
ITF47;2017;4;149.79
ITF47;2017;5;10.23
ITF47;2017;6;0
ITF47;2017;7;0
ITF47;2017;8;0
ITF47;2017;9;0
ITF47;2017;10;38.31
ITF47;2017;11;193.38
ITF47;2017;12;323.83
ITF47;2018;1;286.22
ITF47;2018;2;315.96
ITF47;2018;3;249.74
ITF47;2018;4;69.6
ITF47;2018;5;8.35
ITF47;2018;6;0
ITF47;2018;7;0
ITF47;2018;8;0
ITF47;2018;9;3.67
ITF47;2018;10;8.2
ITF47;2018;11;111.09
ITF47;2018;12;278.79
ITF47;2019;1;398.33
ITF47;2019;2;287.97
ITF47;2019;3;209.8
ITF47;2019;4;144.77
ITF47;2019;5;93.37
ITF47;2019;6;0
ITF47;2019;7;0
ITF47;2019;8;0
ITF47;2019;9;0
ITF47;2019;10;5.06
ITF47;2019;11;98.54
ITF47;2019;12;242.34
ITF47;2020;1;302.66
ITF47;2020;2;236.06
ITF47;2020;3;248.57
ITF47;2020;4;141.43
ITF47;2020;5;20.9
ITF47;2020;6;2.63
ITF47;2020;7;0
ITF47;2020;8;0
ITF47;2020;9;0
ITF47;2020;10;53.86
ITF47;2020;11;130.32
ITF47;2020;12;241.43
ITF6;2014;1;236.21
ITF6;2014;2;190.85
ITF6;2014;3;214.02
ITF6;2014;4;122.14
ITG12;2014;1;235.58
ITG12;2014;2;185.18
ITG12;2014;3;230.98
ITG12;2014;4;119.38
ITG12;2014;5;43.54
ITG12;2014;6;1.99
ITG12;2014;7;0
ITG12;2014;8;0
ITG12;2014;9;0
ITG12;2014;10;22.86
ITG12;2014;11;38.32
ITG12;2014;12;194.19
ITG12;2015;1;247.61
ITG12;2015;2;268.76
ITG12;2015;3;228.41
ITG12;2015;4;124.8
ITG12;2015;5;13.37
ITG12;2015;6;0
ITG12;2015;7;0
ITG12;2015;8;0
ITG12;2015;9;.91
ITG12;2015;10;8.92
ITG12;2015;11;63.74
ITG12;2015;12;165.38
ITG12;2016;1;236.05
ITG12;2016;2;176.05
ITG12;2016;3;218.74
ITG12;2016;4;47.99
ITG12;2016;5;31
ITG12;2016;6;0
ITG12;2016;7;0
ITG12;2016;8;0
ITG12;2016;9;0
ITG12;2016;10;3.6
ITG12;2016;11;74.27
ITG12;2016;12;196.71
ITG12;2017;1;310.96
ITG12;2017;2;196.61
ITG12;2017;3;163.95
ITG12;2017;4;106.52
ITG12;2017;5;9.04
ITG12;2017;6;0
ITG12;2017;7;0
ITG12;2017;8;0
ITG12;2017;9;.35
ITG12;2017;10;8.77
ITG12;2017;11;115.61
ITG12;2017;12;262.17
ITG12;2018;1;219.51
ITG12;2018;2;261.27
ITG12;2018;3;189.05
ITG12;2018;4;75.12
ITG12;2018;5;17.93
ITG12;2018;6;0
ITG12;2018;7;0
ITG12;2018;8;0
ITG12;2018;9;.56
ITG12;2018;10;10.43
ITG12;2018;11;65.25
ITG12;2018;12;209.58
ITG12;2019;1;324.99
ITG12;2019;2;254.28
ITG12;2019;3;198.7
ITG12;2019;4;140.86
ITG12;2019;5;85.51
ITG12;2019;6;.85
ITG12;2019;7;0
ITG12;2019;8;0
ITG12;2019;9;0
ITG12;2019;10;2.69
ITG12;2019;11;96.04
ITG12;2019;12;171.52
ITG12;2020;1;241.48
ITG12;2020;2;184.65
ITG12;2020;3;210.5
ITG12;2020;4;113.01
ITG12;2020;5;1.26
ITG12;2020;6;0
ITG12;2020;7;0
ITG12;2020;8;0
ITG12;2020;9;.36
ITG12;2020;10;22.38
ITG12;2020;11;62.66
ITG12;2020;12;213.95
ITC1;2014;1;444.79
ITC1;2014;2;377.07
ITC1;2014;3;286.32
ITC1;2014;4;161.89
ITC1;2014;5;98.13
ITC1;2014;6;32.02
ITC1;2014;7;26.2
ITC1;2014;8;28.22
ITC1;2014;9;41.23
ITC1;2014;10;113.16
ITC1;2014;11;267.65
ITC1;2014;12;408.93
ITC1;2015;1;443.1
ITC1;2015;2;417.13
ITC1;2015;3;314.57
ITC1;2015;4;176.03
ITC1;2015;5;65.91
ITC1;2015;6;25.28
ITC1;2015;7;4.68
ITC1;2015;8;17.95
ITC1;2015;9;61.91
ITC1;2015;10;185.22
ITC1;2015;11;279.55
ITC1;2015;12;395.15
ITC1;2016;1;463.95
ITC1;2016;2;378.06
ITC1;2016;3;344.67
ITC1;2016;4;167.04
ITC1;2016;5;107.7
ITC1;2016;6;35.95
ITC1;2016;7;11.64
ITC1;2016;8;12.79
ITC1;2016;9;32.72
ITC1;2016;10;195.68
ITC1;2016;11;331.18
ITC1;2016;12;416.6
ITC1;2017;1;530.48
ITC1;2017;2;358.48
ITC1;2017;3;246.03
ITC1;2017;4;179.64
ITC1;2017;5;97.29
ITC1;2017;6;17.77
ITC1;2017;7;12.04
ITC1;2017;8;12.15
ITC1;2017;9;67.07
ITC1;2017;10;109.85
ITC1;2017;11;343.14
ITC1;2017;12;506.92
ITC1;2018;1;414.63
ITC1;2018;2;461.08
ITC1;2018;3;396.28
ITC1;2018;4;154.41
ITC1;2018;5;80.59
ITC1;2018;6;24.5
ITC1;2018;7;8.36
ITC1;2018;8;12.96
ITC1;2018;9;31.04
ITC1;2018;10;109.65
ITC1;2018;11;291.37
ITC1;2018;12;432.26
ITC1;2019;1;490.66
ITC1;2019;2;339.27
ITC1;2019;3;281.97
ITC1;2019;4;213.51
ITC1;2019;5;146.74
ITC1;2019;6;21.45
ITC1;2019;7;10.5
ITC1;2019;8;11.05
ITC1;2019;9;39.31
ITC1;2019;10;104.23
ITC1;2019;11;329.55
ITC1;2019;12;398.94
ITC1;2020;1;430.66
ITC1;2020;2;326.35
ITC1;2020;3;333.74
ITC1;2020;4;159.02
ITC1;2020;5;61.9
ITC1;2020;6;38.87
ITC1;2020;7;11.8
ITC1;2020;8;13.1
ITC1;2020;9;48.76
ITC1;2020;10;200.39
ITC1;2020;11;291.89
ITC1;2020;12;469.61
FRK26;2014;1;356.57
FRK26;2014;2;305.82
FRK26;2014;3;275.33
FRK26;2014;4;164.8
FRK26;2014;5;100.71
FRK26;2014;6;5.89
FRK26;2014;7;9.66
FRK26;2014;8;5.42
FRK26;2014;9;28.69
FRK26;2014;10;79.9
FRK26;2014;11;238.89
FRK26;2014;12;419.23
FRK26;2015;1;432.72
FRK26;2015;2;412.27
FRK26;2015;3;301.12
FRK26;2015;4;161.82
FRK26;2015;5;66.42
FRK26;2015;6;.35
FRK26;2015;7;.32
FRK26;2015;8;0
FRK26;2015;9;63.42
FRK26;2015;10;211.73
FRK26;2015;11;256.52
FRK26;2015;12;302.53
FRK26;2016;1;366.99
FRK26;2016;2;333.95
FRK26;2016;3;345.46
FRK26;2016;4;206.75
FRK26;2016;5;108.61
FRK26;2016;6;11.18
FRK26;2016;7;5.21
FRK26;2016;8;2.32
FRK26;2016;9;16.74
FRK26;2016;10;214.64
FRK26;2016;11;302.96
FRK26;2016;12;474.97
FRK26;2017;1;550.45
FRK26;2017;2;290.47
FRK26;2017;3;228.65
FRK26;2017;4;209.79
FRK26;2017;5;93.34
FRK26;2017;6;3.99
FRK26;2017;7;1.47
FRK26;2017;8;4.31
FRK26;2017;9;57.8
FRK26;2017;10;113.19
FRK26;2017;11;345.29
FRK26;2017;12;431.9
FRK26;2018;1;326.81
FRK26;2018;2;455.93
FRK26;2018;3;315.97
FRK26;2018;4;112.26
FRK26;2018;5;58.41
FRK26;2018;6;0
FRK26;2018;7;0
FRK26;2018;8;3.66
FRK26;2018;9;15.62
FRK26;2018;10;131.39
FRK26;2018;11;276.9
FRK26;2018;12;376.33
FRK26;2019;1;471.74
FRK26;2019;2;313.54
FRK26;2019;3;265.25
FRK26;2019;4;192
FRK26;2019;5;126.95
FRK26;2019;6;15.54
FRK26;2019;7;0
FRK26;2019;8;.43
FRK26;2019;9;21.84
FRK26;2019;10;94.8
FRK26;2019;11;307.8
FRK26;2019;12;340.54
FRK26;2020;1;387.79
FRK26;2020;2;274.71
FRK26;2020;3;286.31
FRK26;2020;4;95.62
FRK26;2020;5;52.36
FRK26;2020;6;17.18
FRK26;2020;7;0
FRK26;2020;8;2.24
FRK26;2020;9;42.44
FRK26;2020;10;179.92
FRK26;2020;11;261.97
FRK26;2020;12;380.13
FRM02;2014;1;264.43
FRM02;2014;2;226.21
FRM02;2014;3;236.65
FRM02;2014;4;131.63
FRM02;2014;5;52.95
FRM02;2014;6;4.79
FRM02;2014;7;3.69
FRM02;2014;8;.57
FRM02;2014;9;1.44
FRM02;2014;10;22.67
FRM02;2014;11;75.11
FRM02;2014;12;226.77
FRM02;2015;1;266.77
FRM02;2015;2;280.41
FRM02;2015;3;225.57
FRM02;2015;4;139.68
FRM02;2015;5;24.24
FRM02;2015;6;1.38
FRM02;2015;7;0
FRM02;2015;8;.3
FRM02;2015;9;4.78
FRM02;2015;10;47.25
FRM02;2015;11;129.07
FRM02;2015;12;212.06
FRM02;2016;1;247.7
FRM02;2016;2;219.88
FRM02;2016;3;229.42
FRM02;2016;4;89.56
FRM02;2016;5;48.45
FRM02;2016;6;8.44
FRM02;2016;7;.68
FRM02;2016;8;0
FRM02;2016;9;4.63
FRM02;2016;10;39.7
FRM02;2016;11;141.29
FRM02;2016;12;223.62
FRM02;2017;1;328.2
FRM02;2017;2;214.45
FRM02;2017;3;183.72
FRM02;2017;4;132.29
FRM02;2017;5;31.73
FRM02;2017;6;1.06
FRM02;2017;7;.72
FRM02;2017;8;.32
FRM02;2017;9;12.14
FRM02;2017;10;17.37
FRM02;2017;11;181.47
FRM02;2017;12;293.16
FRM02;2018;1;213.79
FRM02;2018;2;310.62
FRM02;2018;3;251.41
FRM02;2018;4;81.11
FRM02;2018;5;40.92
FRM02;2018;6;3.55
FRM02;2018;7;0
FRM02;2018;8;.3
FRM02;2018;9;.99
FRM02;2018;10;21.01
FRM02;2018;11;121.62
FRM02;2018;12;227.75
FRM02;2019;1;330.45
FRM02;2019;2;239.15
FRM02;2019;3;208.14
FRM02;2019;4;147.41
FRM02;2019;5;94.42
FRM02;2019;6;.73
FRM02;2019;7;.32
FRM02;2019;8;0
FRM02;2019;9;1.12
FRM02;2019;10;11.46
FRM02;2019;11;152.15
FRM02;2019;12;197.95
FRM02;2020;1;250.84
FRM02;2020;2;195.82
FRM02;2020;3;238.13
FRM02;2020;4;123.91
FRM02;2020;5;9.37
FRM02;2020;6;9.48
FRM02;2020;7;0
FRM02;2020;8;.39
FRM02;2020;9;12.39
FRM02;2020;10;73.73
FRM02;2020;11;122.77
FRM02;2020;12;260.46
HR03;2014;1;311.25
HR03;2014;2;257.43
HR03;2014;3;240.57
HR03;2014;4;139.46
HR03;2014;5;82.51
HR03;2014;6;11.1
HR03;2014;7;2.36
HR03;2014;8;2.75
HR03;2014;9;34.63
HR03;2014;10;96
HR03;2014;11;164.86
HR03;2014;12;340.73
HR03;2015;1;383.16
HR03;2015;2;364.6
HR03;2015;3;296.35
HR03;2015;4;181.36
HR03;2015;5;36.5
HR03;2015;6;10.1
HR03;2015;7;.48
HR03;2015;8;.92
HR03;2015;9;36.01
HR03;2015;10;118.59
HR03;2015;11;239.83
HR03;2015;12;361.16
HR03;2016;1;399.67
HR03;2016;2;275.09
HR03;2016;3;287.78
HR03;2016;4;128.03
HR03;2016;5;73.38
HR03;2016;6;5.11
HR03;2016;7;2.62
HR03;2016;8;4.29
HR03;2016;9;27.9
HR03;2016;10;141.3
HR03;2016;11;241.96
HR03;2016;12;402.14
HR03;2017;1;545.03
HR03;2017;2;304.18
HR03;2017;3;225.91
HR03;2017;4;172.46
HR03;2017;5;52.4
HR03;2017;6;2.02
HR03;2017;7;.09
HR03;2017;8;.82
HR03;2017;9;46.59
HR03;2017;10;120.74
HR03;2017;11;269.18
HR03;2017;12;392.79
HR03;2018;1;334.95
HR03;2018;2;425.18
HR03;2018;3;335.23
HR03;2018;4;83.73
HR03;2018;5;23.12
HR03;2018;6;10.01
HR03;2018;7;.32
HR03;2018;8;2.02
HR03;2018;9;23.36
HR03;2018;10;71.5
HR03;2018;11;215.13
HR03;2018;12;392.22
HR03;2019;1;461.48
HR03;2019;2;312.05
HR03;2019;3;239.23
HR03;2019;4;154.07
HR03;2019;5;124.2
HR03;2019;6;1.38
HR03;2019;7;1.35
HR03;2019;8;.08
HR03;2019;9;22.97
HR03;2019;10;79.35
HR03;2019;11;167.41
HR03;2019;12;321.76
HR03;2020;1;386.9
HR03;2020;2;284.43
HR03;2020;3;291.66
HR03;2020;4;151.83
HR03;2020;5;59.15
HR03;2020;6;9.67
HR03;2020;7;4.07
HR03;2020;8;.83
HR03;2020;9;25.77
HR03;2020;10;124.82
HR03;2020;11;256.36
HR03;2020;12;337.29
HR032;2014;1;388.15
HR032;2014;2;333.49
HR032;2014;3;311.88
HR032;2014;4;206.8
HR032;2014;5;139.9
HR032;2014;6;26.19
HR032;2014;7;5.52
HR032;2014;8;4.83
HR032;2014;9;79.63
HR032;2014;10;164.55
HR032;2014;11;258.56
HR032;2014;12;441.24
HR032;2015;1;471.03
HR032;2015;2;471.6
HR032;2015;3;379.15
HR032;2015;4;249.51
HR032;2015;5;77.91
HR032;2015;6;24.54
HR032;2015;7;1.25
HR032;2015;8;1.84
HR032;2015;9;89.04
HR032;2015;10;217
HR032;2015;11;329.23
HR032;2015;12;484.12
HR032;2016;1;489.02
HR032;2016;2;336.95
HR032;2016;3;366.62
HR032;2016;4;189.2
HR032;2016;5;132.52
HR032;2016;6;8.27
HR032;2016;7;5.99
HR032;2016;8;12.57
HR032;2016;9;67.92
HR032;2016;10;230.16
HR032;2016;11;323.55
HR032;2016;12;527.42
HR032;2017;1;672.29
HR032;2017;2;374.73
HR032;2017;3;295.44
HR032;2017;4;236.88
