DATAFLOW,freq,nrg_bal,siec,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AL,2018-01,7.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AL,2018-02,6.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AL,2018-03,6.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AL,2018-04,7.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AL,2018-05,7.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AL,2018-06,7.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AL,2018-07,8.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AL,2018-08,9.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AL,2018-09,10.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AL,2018-10,9.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AL,2018-11,8.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AL,2018-12,9.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AL,2019-01,9.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AL,2019-02,8.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AL,2019-03,7.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AL,2019-04,7.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AL,2019-05,7.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AL,2019-06,6.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AL,2019-07,6.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AL,2019-08,6.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AL,2019-09,6.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AL,2019-10,6.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AL,2019-11,6.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AL,2019-12,6.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AL,2020-01,6.126,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AL,2020-02,5.704,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AL,2020-03,6.062,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AL,2020-05,2.366,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AL,2020-06,4.819,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AL,2020-07,5.111,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AL,2020-08,5.246,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AL,2020-09,5.030,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AL,2020-10,5.085,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AL,2020-11,4.913,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AL,2020-12,5.016,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AL,2021-01,3.978,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AL,2021-02,3.569,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AL,2021-03,3.849,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2014-01,1045.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2014-02,878.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2014-03,744.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2014-04,570.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2014-05,515.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2014-06,389.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2014-07,389.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2014-08,375.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2014-09,468.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2014-10,637.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2014-11,760.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2014-12,982.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2015-01,1060.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2015-02,964.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2015-03,907.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2015-04,628.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2015-05,454.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2015-06,346.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2015-07,397.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2015-08,401.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2015-09,501.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2015-10,746.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2015-11,893.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2015-12,1037.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2016-01,1178.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2016-02,887.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2016-03,874.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2016-04,654.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2016-05,505.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2016-06,374.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2016-07,381.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2016-08,369.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2016-09,501.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2016-10,805.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2016-11,1008.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2016-12,1210.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2017-01,1574.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2017-02,1093.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2017-03,861.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2017-04,708.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2017-05,496.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2017-06,450.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2017-07,432.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2017-08,457.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2017-09,560.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2017-10,739.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2017-11,1006.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2017-12,1118.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2018-01,1101.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2018-02,1182.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2018-03,1094.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2018-04,536.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2018-05,410.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2018-06,407.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2018-07,420.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2018-08,443.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2018-09,552.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2018-10,704.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2018-11,952.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2018-12,1181.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2019-01,1314.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2019-02,1005.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2019-03,830.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2019-04,670.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2019-05,587.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2019-06,412.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2019-07,453.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2019-08,496.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2019-09,641.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2019-10,809.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2019-11,961.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2019-12,1089.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2020-01,1280.803,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2020-02,937.360,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2020-03,903.939,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2020-04,590.152,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2020-05,475.169,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2020-06,392.105,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2020-07,426.415,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2020-08,415.155,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2020-09,484.511,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2020-10,774.436,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2020-11,983.052,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2020-12,1160.767,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2021-01,1249.298,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2021-02,1024.985,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2021-03,1005.607,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,AT,2021-04,828.029,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2014-01,1860.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2014-02,1618.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2014-03,1430.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2014-04,1101.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2014-05,1031.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2014-06,923.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2014-07,882.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2014-08,928.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2014-09,996.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2014-10,1270.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2014-11,1514.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2014-12,2005.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2015-01,2227.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2015-02,1976.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2015-03,1762.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2015-04,1301.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2015-05,1050.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2015-06,889.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2015-07,834.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2015-08,843.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2015-09,1118.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2015-10,1498.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2015-11,1629.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2015-12,1651.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2016-01,2011.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2016-02,1850.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2016-03,1846.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2016-04,1377.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2016-05,951.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2016-06,862.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2016-07,791.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2016-08,859.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2016-09,910.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2016-10,1538.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2016-11,1887.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2016-12,2137.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2017-01,2472.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2017-02,1819.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2017-03,1595.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2017-04,1434.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2017-05,1075.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2017-06,854.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2017-07,844.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2017-08,837.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2017-09,1002.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2017-10,1323.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2017-11,1860.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2017-12,2150.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2018-01,2012.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2018-02,2213.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2018-03,2009.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2018-04,1164.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2018-05,1007.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2018-06,931.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2018-07,900.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2018-08,940.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2018-09,997.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2018-10,1494.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2018-11,1995.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2018-12,2054.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2019-01,2460.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2019-02,1850.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2019-03,1708.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2019-04,1339.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2019-05,1241.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2019-06,990.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2019-07,960.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2019-08,930.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2019-09,1116.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2019-10,1523.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2019-11,1994.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2019-12,2052.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2020-01,2215.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2020-02,1938.300,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2020-03,1873.600,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2020-04,1161.200,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2020-05,1149.300,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2020-06,1097.800,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2020-07,1203.800,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2020-08,1076.100,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2020-09,1127.700,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2020-10,1497.200,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2020-11,1773.400,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2020-12,2162.600,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2021-01,2459.400,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2021-02,2035.100,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BE,2021-03,1959.800,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BG,2014-01,354.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BG,2014-02,295.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BG,2014-03,279.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BG,2014-04,236.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BG,2014-05,206.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BG,2014-06,157.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BG,2014-07,148.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BG,2014-08,155.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BG,2014-09,166.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BG,2014-10,211.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BG,2014-11,289.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BG,2014-12,344.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BG,2015-01,358.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BG,2015-02,318.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BG,2015-03,298.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BG,2015-04,245.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BG,2015-05,210.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BG,2015-06,198.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BG,2015-07,192.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BG,2015-08,195.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BG,2015-09,172.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BG,2015-10,235.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BG,2015-11,300.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BG,2015-12,364.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BG,2016-01,408.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BG,2016-02,304.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BG,2016-03,296.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BG,2016-04,231.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BG,2016-05,230.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BG,2016-06,200.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BG,2016-07,163.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BG,2016-08,167.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BG,2016-09,198.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BG,2016-10,273.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BG,2016-11,334.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BG,2016-12,405.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BG,2017-01,469.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BG,2017-02,363.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BG,2017-03,315.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BG,2017-04,261.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BG,2017-05,220.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BG,2017-06,213.000,
ESTAT:NRG_CB_GASM(1.0),M,IC_OBS,G3000,MIO_M3,BG,2017-07,177.000,
