Date,eurusd_close,gbpusd_close,usdchf_close,usdjpy_close,eurjpy_close,usdcad_close,audusd_close,ds,y,consumer_price_index,GDP_US,inflation,covid_US,covid_EU,US_UNRATE,FEDFUNDS,EU_INTEREST,EU_REPO,sentiment,sentiment1,neutral,positive,negative
2010-01-15,1.4390974044799805,1.6269950866699219,1.024899959564209,90.75,130.57000732421875,1.0290000438690186,0.9226794838905334,2010-01-15,1.4390974044799805,217.488,14721.35,,0.0,0.0,9.8,0.11,0.43,0.52,,,,,
2010-01-18,1.4406731128692627,1.63529634475708,1.0235999822616577,90.70500183105469,130.64999389648438,1.0247999429702759,0.927385687828064,2010-01-18,1.4406731128692627,217.488,14721.35,,0.0,0.0,9.8,0.11,0.43,0.52,,,,,
2010-01-19,1.4281021356582642,1.6356706619262695,1.0326000452041626,91.1989974975586,130.22000122070312,1.0317000150680542,0.9225943684577942,2010-01-19,1.4281021356582642,217.488,14721.35,,0.0,0.0,9.8,0.11,0.43,0.52,,,,,
2010-01-20,1.4110342264175415,1.6298059225082397,1.0435999631881714,91.19200134277344,128.6699981689453,1.045199990272522,0.9114938974380493,2010-01-20,1.4110342264175415,217.488,14721.35,,0.0,0.0,9.8,0.11,0.43,0.52,,,,,
2010-01-21,1.4097015857696533,1.620509147644043,1.041599988937378,90.39299774169922,127.45999908447266,1.0506000518798828,0.904568076133728,2010-01-21,1.4097015857696533,217.488,14721.35,,0.0,0.0,9.8,0.11,0.43,0.52,,,,,
2010-01-22,1.414107084274292,1.611006498336792,1.0418000221252441,89.80999755859375,127.02999877929688,1.0573999881744385,0.9012256860733032,2010-01-22,1.414107084274292,217.488,14721.35,,0.0,0.0,9.8,0.11,0.43,0.52,,,,,
2010-01-25,1.4150075912475586,1.6250121593475342,1.0399999618530273,90.41500091552734,127.91999816894531,1.0569000244140625,0.9049773812294006,2010-01-25,1.4150075912475586,217.488,14721.35,,0.0,0.0,9.8,0.11,0.43,0.52,,,,,
2010-01-26,1.4082324504852295,1.614700198173523,1.0458999872207642,89.62999725341797,126.19999694824219,1.0621000528335571,0.9001709818840027,2010-01-26,1.4082324504852295,217.488,14721.35,,0.0,0.0,9.8,0.11,0.43,0.52,,,,,
2010-01-27,1.4030951261520386,1.6178088188171387,1.0497000217437744,89.94999694824219,126.20800018310547,1.063599944114685,0.8962982892990112,2010-01-27,1.4030951261520386,217.488,14721.35,,0.0,0.0,9.8,0.11,0.43,0.52,,,,,
2010-01-28,1.3968042135238647,1.614309310913086,1.051800012588501,89.77799987792969,125.38700103759766,1.066100001335144,0.8935751914978027,2010-01-28,1.3968042135238647,217.488,14721.35,,0.0,0.0,9.8,0.11,0.43,0.52,,,,,
2010-01-29,1.3866932392120361,1.5984909534454346,1.0607999563217163,90.2699966430664,125.16000366210938,1.0700000524520874,0.8843296766281128,2010-01-29,1.3866932392120361,217.488,14721.35,,0.0,0.0,9.8,0.11,0.43,0.52,,,,,
2010-02-01,1.3926994800567627,1.595252513885498,1.056399941444397,90.76000213623047,126.37300109863281,1.0616999864578247,0.8919811248779297,2010-02-01,1.3926994800567627,217.281,14721.35,,0.0,0.0,9.8,0.13,0.42,0.53,,,,,
2010-02-02,1.3976240158081055,1.599206805229187,1.0547000169754028,90.4280014038086,126.3499984741211,1.0571800470352173,0.8873114585876465,2010-02-02,1.3976240158081055,217.281,14721.35,,0.0,0.0,9.8,0.13,0.42,0.53,,,,,
2010-02-03,1.3901052474975586,1.5920017957687378,1.0580999851226807,90.83999633789062,126.24700164794922,1.0618000030517578,0.8822231888771057,2010-02-03,1.3901052474975586,217.281,14721.35,,0.0,0.0,9.8,0.13,0.42,0.53,,,,,
2010-02-04,1.3744947910308838,1.5769885778427124,1.065600037574768,89.41000366210938,122.87000274658203,1.0720000267028809,0.8689607381820679,2010-02-04,1.3744947910308838,217.281,14721.35,,0.0,0.0,9.8,0.13,0.42,0.53,,,,,
2010-02-05,1.368007779121399,1.565802812576294,1.0721999406814575,89.22000122070312,121.97000122070312,1.0708999633789062,0.8685833811759949,2010-02-05,1.368007779121399,217.281,14721.35,,0.0,0.0,9.8,0.13,0.42,0.53,,,,,
2010-02-08,1.3654673099517822,1.5576082468032837,1.0728000402450562,89.22000122070312,121.81099700927734,1.0745799541473389,0.8634833097457886,2010-02-08,1.3654673099517822,217.281,14721.35,,0.0,0.0,9.8,0.13,0.42,0.53,,,,,
2010-02-09,1.378207802772522,1.5693906545639038,1.0651999711990356,89.76799774169922,123.70999908447266,1.067199945449829,0.8775008320808411,2010-02-09,1.378207802772522,217.281,14721.35,,0.0,0.0,9.8,0.13,0.42,0.53,,,,,
2010-02-10,1.3753266334533691,1.5612071752548218,1.0664000511169434,89.93000030517578,123.63099670410156,1.062000036239624,0.8768084645271301,2010-02-10,1.3753266334533691,217.281,14721.35,,0.0,0.0,9.8,0.13,0.42,0.53,,,,,
2010-02-11,1.3681762218475342,1.5702037811279297,1.0707000494003296,89.80999755859375,122.88200378417969,1.0501999855041504,0.8902341723442078,2010-02-11,1.3681762218475342,217.281,14721.35,,0.0,0.0,9.8,0.13,0.42,0.53,,,,,
2010-02-12,1.363493800163269,1.5698094367980957,1.0750999450683594,89.94999694824219,122.62999725341797,1.0504499673843384,0.889284074306488,2010-02-12,1.363493800163269,217.281,14721.35,,0.0,0.0,9.8,0.13,0.42,0.53,,,,,
2010-02-15,1.3603036403656006,1.5667105913162231,1.0770000219345093,90.05000305175781,122.46399688720703,1.0491600036621094,0.889284074306488,2010-02-15,1.3603036403656006,217.281,14721.35,,0.0,0.0,9.8,0.13,0.42,0.53,,,,,
2010-02-16,1.3767088651657104,1.579005479812622,1.0657999515533447,90.24400329589844,124.22200012207031,1.0434000492095947,0.9013068675994873,2010-02-16,1.3767088651657104,217.281,14721.35,,0.0,0.0,9.8,0.13,0.42,0.53,,,,,
2010-02-17,1.3606922626495361,1.5682092905044556,1.0775799751281738,91.05000305175781,123.88800048828125,1.0462000370025635,0.8987148404121399,2010-02-17,1.3606922626495361,217.281,14721.35,,0.0,0.0,9.8,0.13,0.42,0.53,,,,,
2010-02-18,1.3461486101150513,1.5423054695129395,1.0877000093460083,91.97699737548828,123.83000183105469,1.0503100156784058,0.8896797299385071,2010-02-18,1.3461486101150513,217.281,14721.35,,0.0,0.0,9.8,0.13,0.42,0.53,,,,,
2010-02-19,1.3615074157714844,1.5464078187942505,1.0757999420166016,91.54000091552734,124.62000274658203,1.039199948310852,0.900009036064148,2010-02-19,1.3615074157714844,217.281,14721.35,,0.0,0.0,9.8,0.13,0.42,0.53,,,,,
2010-02-22,1.3605626821517944,1.548658847808838,1.0755000114440918,91.23500061035156,124.125,1.042199969291687,0.9001709818840027,2010-02-22,1.3605626821517944,217.281,14721.35,,0.0,0.0,9.8,0.13,0.42,0.53,,,,,
2010-02-23,1.3527040481567383,1.5445923805236816,1.082200050354004,90.16000366210938,121.95099639892578,1.0549999475479126,0.8927774429321289,2010-02-23,1.3527040481567383,217.281,14721.35,,0.0,0.0,9.8,0.13,0.42,0.53,,,,,
2010-02-24,1.354316234588623,1.5417109727859497,1.0808000564575195,90.27899932861328,122.26200103759766,1.0527000427246094,0.8943743705749512,2010-02-24,1.354316234588623,217.281,14721.35,,0.0,0.0,9.8,0.13,0.42,0.53,,,,,
2010-02-25,1.3536012172698975,1.5243902206420898,1.0810999870300293,89.2699966430664,120.85800170898438,1.0608999729156494,0.8865247964859009,2010-02-25,1.3536012172698975,217.281,14721.35,,0.0,0.0,9.8,0.13,0.42,0.53,,,,,
2010-02-26,1.3631035089492798,1.523902416229248,1.0733000040054321,88.9209976196289,121.22000122070312,1.0514999628067017,0.8958967924118042,2010-02-26,1.3631035089492798,217.281,14721.35,,0.0,0.0,9.8,0.13,0.42,0.53,,,,,
2010-03-01,1.356208086013794,1.4978805780410767,1.0789999961853027,89.1500015258789,120.87100219726562,1.0413999557495117,0.9004952907562256,2010-03-01,1.356208086013794,217.353,14721.35,,0.0,0.0,9.9,0.16,0.42,0.5,,,,,
2010-03-02,1.3620638847351074,1.5028102397918701,1.0741000175476074,88.73999786376953,120.88300323486328,1.0345100164413452,0.9049773812294006,2010-03-02,1.3620638847351074,217.353,14721.35,,0.0,0.0,9.9,0.16,0.42,0.5,,,,,
2010-03-03,1.3701633214950562,1.5103002786636353,1.0674999952316284,88.56999969482422,121.33200073242188,1.0318000316619873,0.9052231907844543,2010-03-03,1.3701633214950562,217.353,14721.35,,0.0,0.0,9.9,0.16,0.42,0.5,,,,,
2010-03-04,1.3584003448486328,1.50360107421875,1.0770000219345093,89.16000366210938,121.08999633789062,1.0312000513076782,0.8997660279273987,2010-03-04,1.3584003448486328,217.353,14721.35,,0.0,0.0,9.9,0.16,0.42,0.5,,,,,
2010-03-05,1.3628991842269897,1.5132943391799927,1.0750999450683594,90.22000122070312,123.0199966430664,1.0288000106811523,0.9079353213310242,2010-03-05,1.3628991842269897,217.353,14721.35,,0.0,0.0,9.9,0.16,0.42,0.5,,,,,
2010-03-08,1.3616927862167358,1.504189133644104,1.0740000009536743,90.28600311279297,122.94000244140625,1.027899980545044,0.9083476662635803,2010-03-08,1.3616927862167358,217.353,14721.35,,0.0,0.0,9.9,0.16,0.42,0.5,,,,,
2010-03-09,1.3606922626495361,1.5016368627548218,1.0743000507354736,89.98899841308594,122.43000030517578,1.0268000364303589,0.9154156446456909,2010-03-09,1.3606922626495361,217.353,14721.35,,0.0,0.0,9.9,0.16,0.42,0.5,,,,,
2010-03-10,1.3643310070037842,1.4970060586929321,1.0705000162124634,90.47000122070312,123.44000244140625,1.0254000425338745,0.9139096736907959,2010-03-10,1.3643310070037842,217.353,14721.35,,0.0,0.0,9.9,0.16,0.42,0.5,,,,,
2010-03-11,1.3685319423675537,1.507204532623291,1.0681999921798706,90.64800262451172,124.04000091552734,1.0234999656677246,0.9155831933021545,2010-03-11,1.3685319423675537,217.353,14721.35,,0.0,0.0,9.9,0.16,0.42,0.5,,,,,
2010-03-12,1.376993179321289,1.5216069221496582,1.0566999912261963,90.54000091552734,124.6500015258789,1.0189000368118286,0.9149130582809448,2010-03-12,1.376993179321289,217.353,14721.35,,0.0,0.0,9.9,0.16,0.42,0.5,,,,,
2010-03-15,1.3677457571029663,1.505434513092041,1.0614999532699585,90.31999969482422,123.5199966430664,1.0189000368118286,0.9136592745780945,2010-03-15,1.3677457571029663,217.353,14721.35,,0.0,0.0,9.9,0.16,0.42,0.5,,,,,
2010-03-16,1.3768794536590576,1.5236934423446655,1.0550999641418457,90.29000091552734,124.3239974975586,1.0132999420166016,0.9190332293510437,2010-03-16,1.3768794536590576,217.353,14721.35,,0.0,0.0,9.9,0.16,0.42,0.5,,,,,
2010-03-17,1.3738338947296143,1.5317922830581665,1.0542000532150269,90.40299987792969,124.18499755859375,1.010200023651123,0.9235315322875977,2010-03-17,1.3738338947296143,217.353,14721.35,,0.0,0.0,9.9,0.16,0.42,0.5,,,,,
2010-03-18,1.361396312713623,1.5253669023513794,1.0570000410079956,90.4800033569336,123.16000366210938,1.0135999917984009,0.9212344288825989,2010-03-18,1.361396312713623,217.353,14721.35,,0.0,0.0,9.9,0.16,0.42,0.5,,,,,
2010-03-19,1.353692889213562,1.5017945766448975,1.0604000091552734,90.5199966430664,122.5199966430664,1.0164999961853027,0.9161703586578369,2010-03-19,1.353692889213562,217.353,14721.35,,0.0,0.0,9.9,0.16,0.42,0.5,,,,,
2010-03-22,1.356704831123352,1.5108022689819336,1.057569980621338,90.33999633789062,122.55000305175781,1.0168100595474243,0.9185266494750977,2010-03-22,1.356704831123352,217.353,14721.35,,0.0,0.0,9.9,0.16,0.42,0.5,,,,,
2010-03-23,1.3468012809753418,1.5021330118179321,1.0571000576019287,90.36599731445312,121.68000030517578,1.0164300203323364,0.9179364442825317,2010-03-23,1.3468012809753418,217.353,14721.35,,0.0,0.0,9.9,0.16,0.42,0.5,,,,,
2010-03-24,1.3331022262573242,1.4898910522460938,1.0716999769210815,92.01399993896484,122.6500015258789,1.0234999656677246,0.9119095206260681,2010-03-24,1.3331022262573242,217.353,14721.35,,0.0,0.0,9.9,0.16,0.42,0.5,,,,,
2010-03-25,1.3307074308395386,1.4844944477081299,1.0715999603271484,92.51300048828125,123.07599639892578,1.0236899852752686,0.9085953235626221,2010-03-25,1.3307074308395386,217.353,14721.35,,0.0,0.0,9.9,0.16,0.42,0.5,,,,,
2010-03-26,1.3410038948059082,1.4898022413253784,1.0647000074386597,92.50700378417969,124.04000091552734,1.0262600183486938,0.9044044613838196,2010-03-26,1.3410038948059082,217.353,14721.35,,0.0,0.0,9.9,0.16,0.42,0.5,,,,,
2010-03-29,1.3481086492538452,1.498194694519043,1.062399983406067,92.48999786376953,124.65499877929688,1.0213099718093872,0.9167582988739014,2010-03-29,1.3481086492538452,217.353,14721.35,,0.0,0.0,9.9,0.16,0.42,0.5,,,,,
2010-03-30,1.3424079418182373,1.5074089765548706,1.0657999515533447,92.81999969482422,124.58100128173828,1.0189000368118286,0.9186110496520996,2010-03-30,1.3424079418182373,217.353,14721.35,,0.0,0.0,9.9,0.16,0.42,0.5,,,,,
2010-03-31,1.3508037328720093,1.5183724164962769,1.0536600351333618,93.5199966430664,126.33999633789062,1.0155999660491943,0.9155831933021545,2010-03-31,1.3508037328720093,217.353,14721.35,,0.0,0.0,9.9,0.16,0.42,0.5,,,,,
2010-04-01,1.3584003448486328,1.5291922092437744,1.0544500350952148,93.8499984741211,127.45999908447266,1.0082999467849731,0.920640766620636,2010-04-01,1.3584003448486328,217.403,14926.098,,0.0,0.0,9.9,0.2,0.41,0.57,,,,,
2010-04-02,1.3504936695098877,1.5210051536560059,1.0609999895095825,94.52999877929688,127.70999908447266,1.010200023651123,0.9196248054504395,2010-04-02,1.3504936695098877,217.403,14926.098,,0.0,0.0,9.9,0.2,0.41,0.57,,,,,
2010-04-05,1.34890878200531,1.5298004150390625,1.0621999502182007,94.33000183105469,127.23400115966797,1.0018999576568604,0.9208951592445374,2010-04-05,1.34890878200531,217.403,14926.098,,0.0,0.0,9.9,0.2,0.41,0.57,,,,,
2010-04-06,1.3401951789855957,1.5270905494689941,1.0686399936676025,93.79399871826172,125.65799713134766,1.0009000301361084,0.9278159141540527,2010-04-06,1.3401951789855957,217.403,14926.098,,0.0,0.0,9.9,0.2,0.41,0.57,,,,,
2010-04-07,1.3348461389541626,1.5242043733596802,1.0733000040054321,93.30899810791016,124.5199966430664,1.0042999982833862,0.9272136688232422,2010-04-07,1.3348461389541626,217.403,14926.098,,0.0,0.0,9.9,0.2,0.41,0.57,,,,,
2010-04-08,1.336112380027771,1.5283042192459106,1.0731500387191772,93.41999816894531,124.8010025024414,1.0013999938964844,0.9290226101875305,2010-04-08,1.336112380027771,217.403,14926.098,,0.0,0.0,9.9,0.2,0.41,0.57,,,,,
2010-04-09,1.3500925302505493,1.536995530128479,1.0662000179290771,93.16000366210938,125.76000213623047,1.0023000240325928,0.9335324764251709,2010-04-09,1.3500925302505493,217.403,14926.098,,0.0,0.0,9.9,0.2,0.41,0.57,,,,,
2010-04-12,1.3596007823944092,1.5373972654342651,1.059399962425232,93.18299865722656,126.68000030517578,1.0026999711990356,0.9266122579574585,2010-04-12,1.3596007823944092,217.403,14926.098,,0.0,0.0,9.9,0.2,0.41,0.57,,,,,
2010-04-13,1.3608589172363281,1.5377753973007202,1.0543999671936035,93.18000030517578,126.80400085449219,1.0013999938964844,0.9279881119728088,2010-04-13,1.3608589172363281,217.403,14926.098,,0.0,0.0,9.9,0.2,0.41,0.57,,,,,
2010-04-14,1.3655978441238403,1.5472211837768555,1.051360011100769,93.31800079345703,127.41999816894531,0.9983000159263611,0.9359790086746216,2010-04-14,1.3655978441238403,217.403,14926.098,,0.0,0.0,9.9,0.2,0.41,0.57,,,,,
2010-04-15,1.3574045896530151,1.54655122756958,1.056399941444397,93.04000091552734,126.2699966430664,1.0018999576568604,0.9339683651924133,2010-04-15,1.3574045896530151,217.403,14926.098,,0.0,0.0,9.9,0.2,0.41,0.57,,,,,
2010-04-16,1.3504024744033813,1.536405086517334,1.0613000392913818,92.1500015258789,124.43000030517578,1.0126999616622925,0.9242998361587524,2010-04-16,1.3504024744033813,217.403,14926.098,,0.0,0.0,9.9,0.2,0.41,0.57,,,,,
2010-04-19,1.348726749420166,1.533530592918396,1.0628999471664429,92.45999908447266,124.72000122070312,1.0144000053405762,0.9254117608070374,2010-04-19,1.348726749420166,217.403,14926.098,,0.0,0.0,9.9,0.2,0.41,0.57,,,,,
2010-04-20,1.343508243560791,1.5363816022872925,1.0683000087738037,93.1709976196289,125.15899658203125,0.9979000091552734,0.9313588738441467,2010-04-20,1.343508243560791,217.403,14926.098,,0.0,0.0,9.9,0.2,0.41,0.57,,,,,
2010-04-21,1.3389928340911865,1.5413308143615723,1.0700000524520874,93.05400085449219,124.58000183105469,0.9990000128746033,0.9275577664375305,2010-04-21,1.3389928340911865,217.403,14926.098,,0.0,0.0,9.9,0.2,0.41,0.57,,,,,
2010-04-22,1.3269991874694824,1.5373972654342651,1.079800009727478,93.39800262451172,123.9229965209961,1.0016000270843506,0.9257545471191406,2010-04-22,1.3269991874694824,217.403,14926.098,,0.0,0.0,9.9,0.2,0.41,0.57,,,,,
2010-04-23,1.338401436805725,1.5382012128829956,1.0719000101089478,93.94999694824219,125.7300033569336,0.9990000128746033,0.9279019832611084,2010-04-23,1.338401436805725,217.403,14926.098,,0.0,0.0,9.9,0.2,0.41,0.57,,,,,
2010-04-26,1.3401232957839966,1.5467904806137085,1.0711100101470947,93.9000015258789,125.80899810791016,1.0002000331878662,0.9278159141540527,2010-04-26,1.3401232957839966,217.403,14926.098,,0.0,0.0,9.9,0.2,0.41,0.57,,,,,
2010-04-27,1.3170719146728516,1.5247621536254883,1.0877399444580078,93.14399719238281,122.68000030517578,1.0156999826431274,0.9165903329849243,2010-04-27,1.3170719146728516,217.403,14926.098,,0.0,0.0,9.9,0.2,0.41,0.57,,,,,
2010-04-28,1.321283221244812,1.520426869392395,1.0848000049591064,93.95999908447266,124.16000366210938,1.01010000705719,0.9246416687965393,2010-04-28,1.321283221244812,217.403,14926.098,,0.0,0.0,9.9,0.2,0.41,0.57,,,,,
2010-04-29,1.3262951374053955,1.5356029272079468,1.0816999673843384,94.01300048828125,124.68699645996094,1.003999948501587,0.9308386445045471,2010-04-29,1.3262951374053955,217.403,14926.098,,0.0,0.0,9.9,0.2,0.41,0.57,,,,,
2010-04-30,1.3298048973083496,1.5300110578536987,1.075600028038025,93.83000183105469,124.75,1.0180000066757202,0.9248127341270447,2010-04-30,1.3298048973083496,217.403,14926.098,,0.0,0.0,9.9,0.2,0.41,0.57,,,,,
2010-05-03,1.3199926614761353,1.524924874305725,1.0853999853134155,94.69200134277344,124.97000122070312,1.0108000040054321,0.9268699884414673,2010-05-03,1.3199926614761353,217.29,14926.098,,0.0,0.0,9.6,0.2,0.4,0.52,,,,,
2010-05-04,1.2963947057724,1.5127906799316406,1.104830026626587,94.70999908447266,122.7699966430664,1.0247000455856323,0.909587025642395,2010-05-04,1.2963947057724,217.29,14926.098,,0.0,0.0,9.6,0.2,0.4,0.52,,,,,
2010-05-05,1.2814927101135254,1.5097986459732056,1.117799997329712,93.78099822998047,120.15399932861328,1.030500054359436,0.9067827463150024,2010-05-05,1.2814927101135254,217.29,14926.098,,0.0,0.0,9.6,0.2,0.4,0.52,,,,,
2010-05-06,1.263296127319336,1.4863920211791992,1.113700032234192,90.83000183105469,114.71299743652344,1.0514999628067017,0.8866034150123596,2010-05-06,1.263296127319336,217.29,14926.098,,0.0,0.0,9.6,0.2,0.4,0.52,,,,,
2010-05-07,1.2756078243255615,1.4783058166503906,1.1100000143051147,91.58000183105469,116.80999755859375,1.0424000024795532,0.8880206346511841,2010-05-07,1.2756078243255615,217.29,14926.098,,0.0,0.0,9.6,0.2,0.4,0.52,,,,,
2010-05-10,1.2779226303100586,1.4861931800842285,1.1095000505447388,93.18000030517578,119.08300018310547,1.024399995803833,0.9025270342826843,2010-05-10,1.2779226303100586,217.29,14926.098,,0.0,0.0,9.6,0.2,0.4,0.52,,,,,
2010-05-11,1.2629930973052979,1.4920918941497803,1.111649990081787,92.48999786376953,116.78299713134766,1.021399974822998,0.8946143984794617,2010-05-11,1.2629930973052979,217.29,14926.098,,0.0,0.0,9.6,0.2,0.4,0.52,,,,,
2010-05-12,1.2639029026031494,1.483701467514038,1.1101000308990479,93.16899871826172,117.7229995727539,1.0187000036239624,0.8951749801635742,2010-05-12,1.2639029026031494,217.29,14926.098,,0.0,0.0,9.6,0.2,0.4,0.52,,,,,
2010-05-13,1.2541072368621826,1.4613901376724243,1.1172000169754028,92.7770004272461,116.3270034790039,1.021299958229065,0.895495593547821,2010-05-13,1.2541072368621826,217.29,14926.098,,0.0,0.0,9.6,0.2,0.4,0.52,,,,,
2010-05-14,1.2360023260116577,1.4538053274154663,1.1332000494003296,92.45999908447266,114.2300033569336,1.0351999998092651,0.8861320614814758,2010-05-14,1.2360023260116577,217.29,14926.098,,0.0,0.0,9.6,0.2,0.4,0.52,,,,,
2010-05-17,1.2392956018447876,1.4480162858963013,1.1316900253295898,92.55000305175781,114.68000030517578,1.0328999757766724,0.8775008320808411,2010-05-17,1.2392956018447876,217.29,14926.098,,0.0,0.0,9.6,0.2,0.4,0.52,,,,,
2010-05-18,1.217893362045288,1.4296742677688599,1.1497999429702759,91.9010009765625,111.91000366210938,1.0406500101089478,0.8617717623710632,2010-05-18,1.217893362045288,217.29,14926.098,,0.0,0.0,9.6,0.2,0.4,0.52,,,,,
2010-05-19,1.2393416166305542,1.4416700601577759,1.1523200273513794,91.54000091552734,113.43199920654297,1.0435600280761719,0.8476731181144714,2010-05-19,1.2393416166305542,217.29,14926.098,,0.0,0.0,9.6,0.2,0.4,0.52,,,,,
2010-05-20,1.2478941679000854,1.4348437786102295,1.149999976158142,89.37000274658203,111.62799835205078,1.0713000297546387,0.8134048581123352,2010-05-20,1.2478941679000854,217.29,14926.098,,0.0,0.0,9.6,0.2,0.4,0.52,,,,,
2010-05-21,1.2567076683044434,1.4481000900268555,1.1478999853134155,89.98600006103516,113.18000030517578,1.0580999851226807,0.8327782154083252,2010-05-21,1.2567076683044434,217.29,14926.098,,0.0,0.0,9.6,0.2,0.4,0.52,,,,,
2010-05-24,1.234994888305664,1.4409013986587524,1.1591800451278687,90.19000244140625,111.35600280761719,1.062600016593933,0.8248103260993958,2010-05-24,1.234994888305664,217.29,14926.098,,0.0,0.0,9.6,0.2,0.4,0.52,,,,,
2010-05-25,1.2345983982086182,1.4415037631988525,1.1571999788284302,90.33200073242188,111.51300048828125,1.0677000284194946,0.8279516100883484,2010-05-25,1.2345983982086182,217.29,14926.098,,0.0,0.0,9.6,0.2,0.4,0.52,,,,,
2010-05-26,1.217300295829773,1.4383935928344727,1.1598999500274658,89.97000122070312,109.4800033569336,1.0700000524520874,0.8258320689201355,2010-05-26,1.217300295829773,217.29,14926.098,,0.0,0.0,9.6,0.2,0.4,0.52,,,,,
2010-05-27,1.2347966432571411,1.4560492038726807,1.152999997138977,90.87899780273438,112.16999816894531,1.0499000549316406,0.8470268845558167,2010-05-27,1.2347966432571411,217.29,14926.098,,0.0,0.0,9.6,0.2,0.4,0.52,,,,,
2010-05-28,1.227400541305542,1.4452955722808838,1.15910005569458,91.052001953125,111.7300033569336,1.0540000200271606,0.847385823726654,2010-05-28,1.227400541305542,217.29,14926.098,,0.0,0.0,9.6,0.2,0.4,0.52,,,,,
2010-05-31,1.2287880182266235,1.4522007703781128,1.1562999486923218,91.19000244140625,112.05000305175781,1.0430999994277954,0.8465966582298279,2010-05-31,1.2287880182266235,217.29,14926.098,,0.0,0.0,9.6,0.2,0.4,0.52,,,,,
2010-06-01,1.2233014106750488,1.4667057991027832,1.155500054359436,91.0999984741211,111.43000030517578,1.0537999868392944,0.8331944942474365,2010-06-01,1.2233014106750488,217.199,14926.098,,0.0,0.0,9.4,0.18,0.42,0.66,,,,,
2010-06-02,1.223900318145752,1.46500825881958,1.1552000045776367,92.19000244140625,112.81999969482422,1.0388000011444092,0.8418217301368713,2010-06-02,1.223900318145752,217.199,14926.098,,0.0,0.0,9.4,0.18,0.42,0.66,,,,,
2010-06-03,1.216944694519043,1.4634003639221191,1.1561000347137451,92.62300109863281,112.69100189208984,1.0403000116348267,0.8433836102485657,2010-06-03,1.216944694519043,217.199,14926.098,,0.0,0.0,9.4,0.18,0.42,0.66,,,,,
2010-06-04,1.1971030235290527,1.445797085762024,1.1620999574661255,91.87999725341797,109.95999908447266,1.0614999532699585,0.8241984844207764,2010-06-04,1.1971030235290527,217.199,14926.098,,0.0,0.0,9.4,0.18,0.42,0.66,,,,,
2010-06-07,1.1922929286956787,1.4474084377288818,1.1627000570297241,91.51599884033203,109.10299682617188,1.0594600439071655,0.8114906549453735,2010-06-07,1.1922929286956787,217.199,14926.098,,0.0,0.0,9.4,0.18,0.42,0.66,,,,,
